	gene_id_Covid1_R1_
ADAMTS4	2
ADAMTS5	0
ADAMTS6	1
ADAMTS7	1
ADAMTS7P1	2
ADAMTS8	0
ADAMTS9	1
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	55
ADAMTSL2	1
ADAMTSL3	1
ADAMTSL4	23
ADAMTSL4_AS1	3
ADAMTSL5	0
ADAP1	13
ADAP2	3
ADAR	31
ADARB1	2
ADARB2	2
ADARB2_AS1	0
ADAT1	0
ADAT2	0
ADAT3	1
ADCK1	6
ADCK2	114
ADCK3	4
ADCK4	1
ADCK5	2
ADCY1	0
ADCY10	0
ADCY10P1	1
ADCY2	0
ADCY3	6
ADCY4	3
ADCY5	2
ADCY6	3
ADCY7	3
ADCY8	4
ADCY9	1
ADCYAP1	0
ADCYAP1R1	0
ADD1	10
ADD2	0
ADD3	0
ADD3_AS1	0
ADGB	1
ADGRA1	3
ADGRA1_AS1	0
ADGRA2	1
ADGRA3	2
ADGRB1	1
ADGRB2	2
ADGRB3	0
ADGRD1	0
ADGRE1	1
ADGRE2	12
ADGRE3	0
ADGRE4P	0
ADGRE5	16
ADGRF1	2
ADGRF2	0
ADGRF3	0
ADGRF4	2
ADGRF5	0
ADGRG1	1
ADGRG2	0
ADGRG3	26
ADGRG4	0
ADGRG5	1
ADGRG6	25
ADGRG7	0
ADGRL1	1
ADGRL2	0
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	1
ADGRV1	1
ADH1A	0
ADH1B	1
ADH1C	13
ADH4	0
ADH5	0
ADH6	0
ADH7	1
ADHFE1	1
ADI1	0
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	3
ADIPOR1	7
ADIPOR2	13
ADIRF	2
ADK	0
ADM	14
ADM2	3
ADM5	0
ADNP	3
ADNP_AS1	1
ADNP2	0
ADO	8
ADORA1	2
ADORA2A	0
ADORA2A_AS1	9
ADORA2B	14
ADORA3	0
ADPGK	1
ADPGK_AS1	0
ADPRH	36
ADPRHL1	4
ADPRHL2	0
ADPRM	0
ADRA1A	1
ADRA1B	1
ADRA1D	2
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	2
ADRB2	1
ADRB3	2
ADRBK1	7
ADRBK2	1
ADRM1	5
ADSL	0
ADSS	1
ADSSL1	1
ADTRP	0
AEBP1	17
AEBP2	5
AEN	0
AES	11
AFAP1	137
AFAP1_AS1	0
AFAP1L1	3
AFAP1L2	4
AFF1	15
AFF2	0
AFF3	1
AFF4	11
AFG3L1P	0
AFG3L2	1
AFM	0
AFMID	0
AFP	0
AFTPH	11
AGA	0
AGAP1	5
AGAP1_IT1	0
AGAP11	0
AGAP2	2
AGAP2_AS1	1
AGAP3	6
AGAP4	0
AGAP5	1
AGAP6	0
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1_AS1	0
AGBL2	0
AGBL3	0
AGBL4	4
AGBL4_IT1	0
AGBL5	10
AGBL5_AS1	1
AGER	6
AGFG1	1
AGFG2	0
AGGF1	2
AGK	6
AGL	2
AGMAT	0
AGMO	0
AGO1	1
AGO2	4
AGO3	0
AGO4	10
AGPAT1	1
AGPAT2	0
AGPAT3	6
AGPAT4	0
AGPAT4_IT1	0
AGPAT5	1
AGPS	4
AGR2	1
AGR3	0
AGRN	9
AGRP	0
AGT	2
AGTPBP1	2
AGTR1	0
AGTR2	0
AGTRAP	4
AGXT	0
AGXT2	0
AHCTF1	0
AHCTF1P1	0
AHCY	0
AHCYL1	5
AHCYL2	1
AHDC1	4
AHI1	0
AHNAK	35
AHNAK2	5
AHR	6
AHRR	6
AHSA1	3
AHSA2	5
AHSG	0
AHSP	0
AICDA	0
AIDA	0
AIF1	1
AIF1L	0
AIFM1	1
AIFM2	2
AIFM3	0
AIG1	0
AIM1	4
AIM1L	1
AIM2	4
AIMP1	0
AIMP2	0
AIP	0
AIPL1	0
AIRE	2
AIRN	3
AJAP1	2
AJUBA	1
AK1	0
AK2	7
AK3	3
AK4	0
AK5	0
AK6	0
AK7	3
AK8	1
AK9	0
AKAP1	1
AKAP10	2
AKAP11	2
AKAP12	0
AKAP13	29
AKAP14	0
AKAP17A	6
AKAP2	0
AKAP3	1
AKAP4	0
AKAP5	0
AKAP6	2
AKAP7	0
AKAP8	5
AKAP8L	4
AKAP9	0
AKIP1	0
AKIRIN1	0
AKIRIN2	7
AKNA	18
AKNAD1	0
AKR1A1	6
AKR1B1	1
AKR1B10	0
AKR1B15	0
AKR1C1	3
AKR1C2	1
AKR1C3	2
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	1
AKR1E2	0
AKR7A2	2
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	6
AKT1S1	4
AKT2	2
AKT3	2
AKTIP	0
ALAD	3
ALAS1	10
ALAS2	0
ALB	0
ALCAM	7
ALDH16A1	8
ALDH18A1	0
ALDH1A1	10
ALDH1A2	0
ALDH1A3	7
ALDH1B1	0
ALDH1L1	1
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	0
ALDH2	7
ALDH3A1	25
ALDH3A2	2
ALDH3B1	1
ALDH3B2	6
ALDH4A1	0
ALDH5A1	1
ALDH6A1	0
ALDH7A1	1
ALDH8A1	0
ALDH9A1	0
ALDOA	36
ALDOB	0
ALDOC	0
ALG1	2
ALG10	0
ALG10B	0
ALG11	0
ALG12	1
ALG13	1
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	0
ALG3	0
ALG5	0
ALG6	0
ALG8	1
ALG9	0
ALK	4
ALKBH1	0
ALKBH2	1
ALKBH3	0
ALKBH3_AS1	0
ALKBH4	2
ALKBH5	20
ALKBH6	0
ALKBH7	0
ALKBH8	1
ALLC	0
ALMS1	1
ALMS1_IT1	0
ALMS1P	0
ALOX12	0
ALOX12_AS1	0
ALOX12B	1
ALOX12P2	2
ALOX15	18
ALOX15B	2
ALOX15P1	0
ALOX5	12
ALOX5AP	7
ALOXE3	0
ALPI	0
ALPK1	3
ALPK2	0
ALPK3	6
ALPL	14
ALPP	0
ALPPL2	0
ALS2	0
ALS2CL	0
ALS2CR11	0
ALS2CR12	0
ALX1	0
ALX3	0
ALX4	1
ALYREF	1
AMACR	0
AMBN	0
AMBP	9
AMBRA1	5
AMD1	1
AMDHD1	3
AMDHD2	4
AMELX	0
AMELY	0
AMER1	3
AMER2	0
AMER3	0
AMFR	3
AMH	1
AMHR2	2
AMICA1	5
AMIGO1	0
AMIGO2	0
AMIGO3	0
AMMECR1	0
AMMECR1L	4
AMN	3
AMN1	1
AMOT	2
AMOTL1	2
AMOTL2	4
AMPD1	0
AMPD2	2
AMPD3	9
AMPH	1
AMT	0
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	6
AMZ2	1
AMZ2P1	1
ANAPC1	0
ANAPC10	0
ANAPC11	7
ANAPC13	0
ANAPC15	0
ANAPC16	421
ANAPC1P1	2
ANAPC2	1
ANAPC4	0
ANAPC5	0
ANAPC7	0
ANG	0
ANGEL1	2
ANGEL2	11
ANGPT1	2
ANGPT2	0
ANGPT4	1
ANGPTL1	0
ANGPTL2	0
ANGPTL3	0
ANGPTL4	3
ANGPTL5	0
ANGPTL6	3
ANGPTL7	0
ANHX	0
ANK1	2
ANK2	2
ANK3	5
ANKAR	0
ANKDD1A	1
ANKDD1B	5
ANKEF1	0
ANKFN1	1
ANKFY1	2
ANKH	0
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	2
ANKK1	1
ANKLE1	2
ANKLE2	4
ANKMY1	4
ANKMY2	2
ANKRA2	1
ANKRD1	0
ANKRD10	2
ANKRD11	17
ANKRD12	14
ANKRD13A	8
ANKRD13B	4
ANKRD13C	0
ANKRD13D	9
ANKRD16	2
ANKRD17	9
ANKRD18A	0
ANKRD18B	0
ANKRD18DP	0
ANKRD19P	0
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	6
ANKRD22	1
ANKRD23	3
ANKRD24	0
ANKRD26	17
ANKRD26P1	2
ANKRD26P3	0
ANKRD27	0
ANKRD28	0
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	1
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	1
ANKRD33	0
ANKRD33B	5
ANKRD34A	0
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	3
ANKRD36	0
ANKRD36B	3
ANKRD36BP1	0
ANKRD36BP2	0
ANKRD36C	5
ANKRD37	0
ANKRD39	1
ANKRD40	3
ANKRD42	16
ANKRD44	0
ANKRD44_IT1	0
ANKRD45	1
ANKRD46	1
ANKRD49	0
ANKRD50	1
ANKRD52	4
ANKRD53	2
ANKRD54	3
ANKRD55	2
ANKRD6	1
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	3
ANKRD66	3
ANKRD7	0
ANKRD9	3
ANKS1A	5
ANKS1B	6
ANKS3	2
ANKS4B	0
ANKS6	1
ANKUB1	1
ANKZF1	0
ANLN	1
ANO1	0
ANO1_AS2	0
ANO10	0
ANO2	0
ANO3	0
ANO4	1
ANO5	24
ANO6	1
ANO7	8
ANO8	4
ANO9	1
ANOS1	0
ANP32A	37
ANP32A_IT1	3
ANP32AP1	0
ANP32B	5
ANP32C	0
ANP32D	0
ANP32E	4
ANPEP	3
ANTXR1	2
ANTXR2	1
ANTXRL	1
ANTXRLP1	0
ANXA1	16
ANXA10	0
ANXA11	19
ANXA13	0
ANXA2	7
ANXA2P1	0
ANXA2P2	0
ANXA2P3	0
ANXA2R	0
ANXA3	4
ANXA4	1
ANXA5	8
ANXA6	1
ANXA7	3
ANXA8	1
ANXA8L1	0
ANXA9	0
AOAH	7
AOAH_IT1	0
AOC1	0
AOC2	0
AOC3	0
AOC4P	0
AOX1	0
AOX2P	1
AP1AR	0
AP1B1	3
AP1B1P1	0
AP1G1	8
AP1G2	0
AP1M1	16
AP1M2	3
AP1S1	2
AP1S2	0
AP1S3	2
AP2A1	5
AP2A2	7
AP2B1	0
AP2M1	5
AP2S1	0
AP3B1	7
AP3B2	10
AP3D1	18
AP3M1	3
AP3M2	0
AP3S1	0
AP3S2	0
AP4B1	1
AP4B1_AS1	0
AP4E1	1
AP4M1	0
AP4S1	0
AP5B1	76
AP5M1	0
AP5S1	6
AP5Z1	4
APAF1	6
APBA1	14
APBA2	1
APBA3	2
APBB1	2
APBB1IP	16
APBB2	1
APBB3	1
APC	1
APC2	26
APCDD1	11
APCDD1L	0
APCDD1L_AS1	1
APCS	0
APEH	3
APELA	0
APEX1	1
APEX2	0
APH1A	3
APH1B	0
API5	2
APIP	0
APITD1	0
APITD1_CORT	0
APLF	0
APLN	0
APLNR	6
APLP1	1
APLP2	19
APMAP	10
APOA1	0
APOA1_AS	0
APOA1BP	1
APOA2	0
APOA4	0
APOA5	0
APOB	1
APOBEC1	0
APOBEC2	0
APOBEC3A	4
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	4
APOBEC3C	1
APOBEC3D	0
APOBEC3F	3
APOBEC3G	1
APOBEC3H	0
APOBEC4	0
APOBR	70
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	0
APOE	10
APOF	0
APOH	0
APOL1	10
APOL2	2
APOL3	1
APOL4	2
APOL5	0
APOL6	16
APOLD1	1
APOM	0
APOO	0
APOOL	0
APOOP5	0
APOPT1	0
APP	14
APPBP2	3
APPL1	0
APPL2	1
APRT	2
APTR	1
APTX	1
AQP1	0
AQP10	0
AQP11	3
AQP12A	0
AQP12B	0
AQP2	0
AQP3	38
AQP4	0
AQP4_AS1	0
AQP5	12
AQP6	0
AQP7	1
AQP7P1	0
AQP7P3	0
AQP8	1
AQP9	56
AQR	2
AR	8
ARAF	0
ARAP1	20
ARAP2	0
ARAP3	4
ARC	0
ARCN1	5
AREG	0
AREL1	0
ARF1	9
ARF3	6
ARF4	1
ARF5	1
ARF6	7
ARFGAP1	4
ARFGAP2	1
ARFGAP3	165
ARFGEF1	6
ARFGEF2	0
ARFGEF3	3
ARFIP1	1
ARFIP2	5
ARFRP1	0
ARG1	1
ARG2	5
ARGFX	1
ARGFXP2	0
ARGLU1	4
ARHGAP1	4
ARHGAP10	0
ARHGAP11A	0
ARHGAP11B	0
ARHGAP12	1
ARHGAP15	0
ARHGAP17	73
ARHGAP18	1
ARHGAP19	2
ARHGAP19_SLIT1	0
ARHGAP20	0
ARHGAP21	19
ARHGAP22	0
ARHGAP23	3
ARHGAP24	0
ARHGAP25	8
ARHGAP26	14
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	8
ARHGAP28	0
ARHGAP29	0
ARHGAP30	13
ARHGAP31	1
ARHGAP31_AS1	0
ARHGAP32	1
ARHGAP33	4
ARHGAP35	4
ARHGAP36	0
ARHGAP39	7
ARHGAP4	5
ARHGAP40	1
ARHGAP42	0
ARHGAP44	2
ARHGAP5	9
ARHGAP5_AS1	0
ARHGAP6	3
ARHGAP8	0
ARHGAP9	11
ARHGDIA	20
ARHGDIB	8
ARHGDIG	2
ARHGEF1	21
ARHGEF10	1
ARHGEF10L	1
ARHGEF11	11
ARHGEF12	9
ARHGEF15	0
ARHGEF16	19
ARHGEF17	1
ARHGEF18	5
ARHGEF19	0
ARHGEF2	10
ARHGEF25	0
ARHGEF26	11
ARHGEF26_AS1	0
ARHGEF28	1
ARHGEF3	3
ARHGEF3_AS1	0
ARHGEF33	0
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	4
ARHGEF38	0
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	1
ARHGEF40	8
ARHGEF5	0
ARHGEF6	1
ARHGEF7	4
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	0
ARHGEF9_IT1	0
ARID1A	28
ARID1B	7
ARID2	3
ARID3A	6
ARID3B	2
ARID3C	0
ARID4A	1
ARID4B	17
ARID5A	15
ARID5B	8
ARIH1	16
ARIH2	0
ARIH2OS	0
ARL1	0
ARL10	1
ARL11	1
ARL13A	0
ARL13B	0
ARL14	0
ARL14EP	0
ARL14EPL	0
ARL15	0
ARL16	1
ARL17A	0
ARL17B	0
ARL2	0
ARL2_SNX15	0
ARL2BP	0
ARL3	2
ARL4A	2
ARL4C	5
ARL4D	1
ARL5A	0
ARL5B	13
ARL5C	0
ARL6	0
ARL6IP1	4
ARL6IP4	8
ARL6IP5	1
ARL6IP6	2
ARL8A	7
ARL8B	4
ARL9	0
ARMC1	0
ARMC10	0
ARMC12	1
ARMC2	0
ARMC2_AS1	0
ARMC3	0
ARMC4	2
ARMC5	0
ARMC6	1
ARMC7	1
ARMC8	0
ARMC9	1
ARMCX1	0
ARMCX2	1
ARMCX3	5
ARMCX4	2
ARMCX5	0
ARMCX5_GPRASP2	0
ARMCX6	0
ARMS2	0
ARMT1	0
ARNT	0
ARNT2	0
ARNTL	3
ARNTL2	0
ARNTL2_AS1	0
ARPC1A	2
ARPC1B	8
ARPC2	8
ARPC3	3
ARPC4	3
ARPC4_TTLL3	0
ARPC5	16
ARPC5L	3
ARPIN	2
ARPP19	2
ARPP21	2
ARR3	0
ARRB1	0
ARRB2	19
ARRDC1	1
ARRDC1_AS1	0
ARRDC2	1
ARRDC3	8
ARRDC3_AS1	2
ARRDC4	0
ARRDC5	0
ARSA	0
ARSB	0
ARSD	1
ARSE	6
ARSF	0
ARSG	1
ARSH	0
ARSI	56
ARSJ	0
ARSK	0
ART1	0
ART3	1
ART4	0
ART5	0
ARTN	0
ARV1	0
ARVCF	4
ARX	0
AS3MT	0
ASAH1	7
ASAH2	0
ASAH2B	0
ASAP1	10
ASAP1_IT1	0
ASAP1_IT2	0
ASAP2	1
ASAP3	1
ASB1	1
ASB10	1
ASB11	2
ASB12	0
ASB13	0
ASB14	0
ASB15	1
ASB16	1
ASB16_AS1	0
ASB17	0
ASB18	0
ASB2	0
ASB3	0
ASB4	0
ASB5	0
ASB6	6
ASB7	2
ASB8	1
ASB9	0
ASB9P1	0
ASCC1	1
ASCC2	8
ASCC3	15
ASCL1	3
ASCL2	9
ASCL3	0
ASCL4	0
ASCL5	3
ASF1A	0
ASF1B	15
ASGR1	6
ASGR2	0
ASH1L	5
ASH1L_AS1	1
ASH2L	4
ASIC1	1
ASIC2	0
ASIC3	0
ASIC4	0
ASIC5	1
ASIP	0
ASL	3
ASMT	0
ASMTL	1
ASMTL_AS1	0
ASNA1	0
ASNS	0
ASNSD1	1
ASPA	0
ASPDH	0
ASPG	0
ASPH	4
ASPHD1	0
ASPHD2	1
ASPM	0
ASPN	0
ASPRV1	5
ASPSCR1	1
ASRGL1	4
ASS1	7
ASTE1	0
ASTL	0
ASTN1	2
ASTN2	2
ASTN2_AS1	0
ASUN	1
ASXL1	3
ASXL2	4
ASXL3	0
ASZ1	0
ATAD1	3
ATAD2	0
ATAD2B	3
ATAD3A	4
ATAD3B	2
ATAD3C	0
ATAD5	0
ATAT1	0
ATCAY	1
ATE1	2
ATE1_AS1	1
ATF1	0
ATF2	0
ATF3	3
ATF4	10
ATF5	2
ATF6	1
ATF6B	7
ATF7	2
ATF7IP	6
ATF7IP2	0
ATG10	6
ATG101	1
ATG12	3
ATG13	4
ATG14	0
ATG16L1	2
ATG16L2	5
ATG2A	22
ATG2B	2
ATG3	58
ATG4A	0
ATG4B	0
ATG4C	0
ATG4D	0
ATG5	1
ATG7	2
ATG9A	8
ATG9B	2
ATHL1	15
ATIC	0
ATL1	0
ATL2	0
ATL3	1
ATM	4
ATMIN	0
ATN1	14
ATOH1	0
ATOH7	5
ATOH8	0
ATOX1	1
ATP10A	1
ATP10B	1
ATP10D	0
ATP11A	18
ATP11A_AS1	1
ATP11AUN	0
ATP11B	12
ATP11C	1
ATP12A	3
ATP13A1	2
ATP13A2	4
ATP13A3	4
ATP13A4	0
ATP13A4_AS1	0
ATP13A5	1
ATP13A5_AS1	0
ATP1A1	27
ATP1A1_AS1	1
ATP1A2	1
ATP1A3	15
ATP1A4	69
ATP1B1	11
ATP1B2	0
ATP1B3	0
ATP1B4	0
ATP2A1	0
ATP2A1_AS1	0
ATP2A2	38
ATP2A3	1
ATP2B1	14
ATP2B2	2
ATP2B2_IT2	0
ATP2B3	0
ATP2B4	5
ATP2C1	4
ATP2C2	2
ATP4A	1
ATP4B	0
ATP5A1	2
ATP5B	1
ATP5C1	0
ATP5D	4
ATP5E	0
ATP5EP2	0
ATP5F1	0
ATP5G1	0
ATP5G2	3
ATP5G3	2
ATP5H	0
ATP5I	1
ATP5J	0
ATP5J2	2
ATP5J2_PTCD1	0
ATP5L	6
ATP5L2	0
ATP5O	1
ATP5S	4
ATP5SL	0
ATP6AP1	7
ATP6AP1L	0
ATP6AP2	3
ATP6V0A1	7
ATP6V0A2	1
ATP6V0A4	2
ATP6V0B	4
ATP6V0C	22
ATP6V0CP3	0
ATP6V0D1	9
ATP6V0D2	8
ATP6V0E1	2
ATP6V0E2	0
ATP6V0E2_AS1	0
ATP6V1A	6
ATP6V1B1	1
ATP6V1B1_AS1	0
ATP6V1B2	15
ATP6V1C1	7
ATP6V1C2	0
ATP6V1D	2
ATP6V1E1	1
ATP6V1E2	0
ATP6V1F	12
ATP6V1G1	10
ATP6V1G2	0
ATP6V1G2_DDX39B	0
ATP6V1G3	0
ATP6V1H	4
ATP7A	1
ATP7B	1
ATP8A1	0
ATP8A2	0
ATP8B1	3
ATP8B2	1
ATP8B3	4
ATP8B4	0
ATP8B5P	1
ATP9A	1
ATP9B	3
ATPAF1	1
ATPAF2	0
ATPIF1	11
ATR	2
ATRAID	1
ATRIP	0
ATRN	4
ATRNL1	0
ATRX	11
ATXN1	2
ATXN10	16
ATXN1L	3
ATXN2	7
ATXN2L	9
ATXN3	3
ATXN3L	0
ATXN7	17
ATXN7L1	1
ATXN7L2	1
ATXN7L3	4
ATXN7L3B	1
ATXN8OS	0
AUH	2
AUNIP	1
AUP1	1
AURKA	0
AURKAIP1	6
AURKAPS1	0
AURKB	1
AURKC	0
AUTS2	4
AVEN	0
AVIL	0
AVL9	3
AVP	0
AVPI1	2
AVPR1A	0
AVPR1B	0
AVPR2	0
AWAT1	0
AWAT2	0
AXDND1	2
AXIN1	3
AXIN2	0
AXL	3
AZGP1	1
AZGP1P1	0
AZI2	2
AZIN1	9
AZIN1_AS1	0
AZIN2	3
AZU1	31
B2M	127
B3GALNT1	0
B3GALNT2	2
B3GALT1	0
B3GALT2	0
B3GALT4	0
B3GALT5	1
B3GALT5_AS1	0
B3GALT6	20
B3GAT1	0
B3GAT2	1
B3GAT3	2
B3GLCT	0
B3GNT2	0
B3GNT3	2
B3GNT4	0
B3GNT5	4
B3GNT6	1
B3GNT7	4
B3GNT8	1
B3GNT9	7
B3GNTL1	1
B4GALNT1	1
B4GALNT2	0
B4GALNT3	1
B4GALNT4	7
B4GALT1	7
B4GALT1_AS1	0
B4GALT2	0
B4GALT3	2
B4GALT4	1
B4GALT4_AS1	0
B4GALT5	19
B4GALT6	0
B4GALT7	0
B4GAT1	0
B9D1	4
B9D2	0
BAALC	4
BAALC_AS1	0
BAALC_AS2	0
BAAT	0
BABAM1	0
BACE1	1
BACE1_AS	0
BACE2	1
BACH1	10
BACH1_IT2	0
BACH2	3
BAD	0
BAG1	0
BAG2	0
BAG3	2
BAG4	1
BAG5	2
BAG6	5
BAGE	0
BAGE2	0
BAGE3	0
BAGE4	0
BAGE5	0
BAHCC1	5
BAHD1	6
BAIAP2	2
BAIAP2_AS1	1
BAIAP2L1	3
BAIAP2L2	0
BAIAP3	6
BAK1	0
BAMBI	6
BANCR	0
BANF1	0
BANF2	0
BANK1	0
BANP	2
BAP1	41
BARD1	1
BARHL1	0
BARHL2	0
BARX1	0
BARX2	0
BASP1	60
BASP1P1	0
BATF	2
BATF2	4
BATF3	0
BAX	2
BAZ1A	14
BAZ1B	3
BAZ2A	24
BAZ2B	4
BBC3	2
BBIP1	1
BBOX1	0
BBOX1_AS1	0
BBS1	3
BBS10	0
BBS12	0
BBS2	0
BBS4	6
BBS5	1
BBS7	0
BBS9	0
BBX	7
BCAM	1
BCAN	0
BCAP29	0
BCAP31	5
BCAR1	1
BCAR3	2
BCAR4	0
BCAS1	1
BCAS2	2
BCAS3	1
BCAS4	0
BCAT1	3
BCAT2	0
BCCIP	1
BCDIN3D	4
BCDIN3D_AS1	0
BCHE	0
BCKDHA	1
BCKDHB	0
BCKDK	0
BCL10	1
