	gene_id_FLU_30_S39_
ACTL8	0
ACTL9	0
ACTN1	7836
ACTN1_AS1	1
ACTN2	0
ACTN3	1
ACTN4	3041
ACTR10	549
ACTR1A	1197
ACTR1B	263
ACTR2	18131
ACTR3	10142
ACTR3B	88
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	17
ACTR5	74
ACTR6	243
ACTR8	259
ACTRT1	0
ACTRT2	0
ACTRT3	3
ACVR1	220
ACVR1B	281
ACVR1C	22
ACVR2A	206
ACVR2B	44
ACVR2B_AS1	0
ACVRL1	9
ACY1	0
ACY3	0
ACYP1	33
ACYP2	42
ADA	94
ADAD1	0
ADAD2	0
ADAL	135
ADAM10	6959
ADAM11	0
ADAM12	5
ADAM15	408
ADAM17	2170
ADAM18	0
ADAM19	1079
ADAM1A	40
ADAM2	0
ADAM20	26
ADAM20P1	5
ADAM21	2
ADAM21P1	1
ADAM22	92
ADAM23	17
ADAM28	282
ADAM29	1
ADAM30	0
ADAM32	34
ADAM33	1
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	5837
ADAM9	1038
ADAMDEC1	23
ADAMTS1	27
ADAMTS10	36
ADAMTS12	0
ADAMTS13	2
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	31
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	336
ADAMTS20	0
ADAMTS3	20
ADAMTS4	3
ADAMTS5	54
ADAMTS6	47
ADAMTS7	1
ADAMTS7P1	0
ADAMTS8	0
ADAMTS9	0
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL4	1441
ADAMTSL4_AS1	807
ADAMTSL5	2
ADAP1	479
ADAP2	364
ADAR	13860
ADARB1	154
ADARB2	11
ADARB2_AS1	0
ADAT1	340
ADAT2	54
ADAT3	5
ADCK1	15
ADCK2	88
ADCK3	445
ADCK4	227
ADCK5	30
ADCY1	3
ADCY10	46
ADCY10P1	301
ADCY2	0
ADCY3	135
ADCY4	63
ADCY5	3
ADCY6	9
ADCY7	3413
ADCY8	0
ADCY9	114
ADCYAP1	0
ADCYAP1R1	0
ADD1	2996
ADD2	26
ADD3	6009
ADD3_AS1	12
ADGB	6
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	66
ADGRA3	12
ADGRB1	2
ADGRB2	1
ADGRB3	9
ADGRD1	36
ADGRE1	2102
ADGRE2	4879
ADGRE3	1257
ADGRE4P	48
ADGRE5	12809
ADGRF1	0
ADGRF2	0
ADGRF3	12
ADGRF4	0
ADGRF5	0
ADGRG1	147
ADGRG2	45
ADGRG3	2498
ADGRG4	0
ADGRG5	59
ADGRG6	9
ADGRG7	0
ADGRL1	71
ADGRL2	0
ADGRL3	2
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	9
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	1
ADH5	291
ADH6	0
ADH7	0
ADHFE1	46
ADI1	392
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	13815
ADIPOR2	1015
ADIRF	0
ADK	192
ADM	4487
ADM2	18
ADM5	1
ADNP	2158
ADNP_AS1	32
ADNP2	304
ADO	168
ADORA1	1
ADORA2A	20
ADORA2A_AS1	120
ADORA2B	20
ADORA3	11
ADPGK	1175
ADPGK_AS1	31
ADPRH	192
ADPRHL1	7
ADPRHL2	126
ADPRM	111
ADRA1A	0
ADRA1B	0
ADRA1D	0
ADRA2A	7
ADRA2B	0
ADRA2C	0
ADRB1	7
ADRB2	282
ADRB3	0
ADRBK1	3054
ADRBK2	1637
ADRM1	323
ADSL	341
ADSS	1019
ADSSL1	11
ADTRP	25
AEBP1	14
AEBP2	512
AEN	80
AES	327
AFAP1	23
AFAP1_AS1	3
AFAP1L1	0
AFAP1L2	18
AFF1	5683
AFF2	1574
AFF3	184
AFF4	2465
AFG3L1P	107
AFG3L2	358
AFM	0
AFMID	26
AFP	0
AFTPH	2894
AGA	229
AGAP1	34
AGAP1_IT1	0
AGAP11	2
AGAP2	522
AGAP2_AS1	0
AGAP3	143
AGAP4	65
AGAP5	45
AGAP6	97
AGAP7P	11
AGAP9	20
AGBL1	0
AGBL1_AS1	0
AGBL2	15
AGBL3	12
AGBL4	1
AGBL4_IT1	0
AGBL5	105
AGBL5_AS1	0
AGER	216
AGFG1	4094
AGFG2	65
AGGF1	1331
AGK	189
AGL	475
AGMAT	27
AGMO	0
AGO1	1285
AGO2	1369
AGO3	527
AGO4	7644
AGPAT1	192
AGPAT2	253
AGPAT3	845
AGPAT4	267
AGPAT4_IT1	38
AGPAT5	160
AGPS	874
AGR2	0
AGR3	0
AGRN	39
AGRP	4
AGT	0
AGTPBP1	8088
AGTR1	1
AGTR2	0
AGTRAP	835
AGXT	0
AGXT2	0
AHCTF1	3435
AHCTF1P1	26
AHCY	154
AHCYL1	1193
AHCYL2	196
AHDC1	32
AHI1	64
AHNAK	68462
AHNAK2	9
AHR	2000
AHRR	16
AHSA1	354
AHSA2	564
AHSG	0
AHSP	449
AICDA	0
AIDA	538
AIF1	6787
AIF1L	0
AIFM1	143
AIFM2	19
AIFM3	73
AIG1	234
AIM1	4339
AIM1L	2
AIM2	1164
AIMP1	295
AIMP2	18
AIP	275
AIPL1	0
AIRE	0
AIRN	47
AJAP1	1
AJUBA	4
AK1	60
AK2	795
AK3	282
AK4	23
AK5	22
AK6	66
AK7	1
AK8	1
AK9	231
AKAP1	72
AKAP10	1269
AKAP11	991
AKAP12	58
AKAP13	12144
AKAP14	2
AKAP17A	721
AKAP2	0
AKAP3	4
AKAP4	0
AKAP5	35
AKAP6	4
AKAP7	1410
AKAP8	460
AKAP8L	589
AKAP9	3025
AKIP1	37
AKIRIN1	1625
AKIRIN2	1540
AKNA	4633
AKNAD1	3
AKR1A1	180
AKR1B1	104
AKR1B10	0
AKR1B15	0
AKR1C1	9
AKR1C2	1
AKR1C3	87
AKR1C4	2
AKR1C6P	10
AKR1C8P	1
AKR1D1	0
AKR1E2	28
AKR7A2	117
AKR7A2P1	1
AKR7A3	1
AKR7L	0
AKT1	1331
AKT1S1	55
AKT2	686
AKT3	536
AKTIP	374
ALAD	327
ALAS1	736
ALAS2	14780
ALB	0
ALCAM	1224
ALDH16A1	193
ALDH18A1	92
ALDH1A1	297
ALDH1A2	15
ALDH1A3	2
ALDH1B1	31
ALDH1L1	0
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	7
ALDH2	1401
ALDH3A1	0
ALDH3A2	354
ALDH3B1	549
ALDH3B2	0
ALDH4A1	27
ALDH5A1	450
ALDH6A1	88
ALDH7A1	7
ALDH8A1	10
ALDH9A1	706
ALDOA	6193
ALDOB	7
ALDOC	119
ALG1	52
ALG10	55
ALG10B	89
ALG11	54
ALG12	135
ALG13	490
ALG14	32
ALG1L	0
ALG1L2	8
ALG1L9P	5
ALG2	141
ALG3	41
ALG5	94
ALG6	236
ALG8	87
ALG9	88
ALK	19
ALKBH1	89
ALKBH2	12
ALKBH3	88
ALKBH3_AS1	12
ALKBH4	78
ALKBH5	811
ALKBH6	23
ALKBH7	78
ALKBH8	94
ALLC	0
ALMS1	807
ALMS1_IT1	7
ALMS1P	3
ALOX12	115
ALOX12_AS1	16
ALOX12B	0
ALOX12P2	9
ALOX15	1
ALOX15B	11
ALOX15P1	2
ALOX5	8299
ALOX5AP	2006
ALOXE3	0
ALPI	0
ALPK1	5114
ALPK2	12
ALPK3	27
ALPL	9315
ALPP	0
ALPPL2	0
ALS2	248
ALS2CL	30
ALS2CR11	12
ALS2CR12	1037
ALX1	0
ALX3	20
ALX4	4
ALYREF	170
AMACR	8
AMBN	2
AMBP	2
AMBRA1	311
AMD1	2406
AMDHD1	13
AMDHD2	31
AMELX	0
AMELY	0
AMER1	56
AMER2	0
AMER3	0
AMFR	1507
AMH	1
AMHR2	2
AMICA1	6975
AMIGO1	39
AMIGO2	77
AMIGO3	23
AMMECR1	427
AMMECR1L	215
AMN	2
AMN1	388
AMOT	37
AMOTL1	74
AMOTL2	0
AMPD1	1
AMPD2	1993
AMPD3	1478
AMPH	34
AMT	46
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	253
AMZ1	9
AMZ2	363
AMZ2P1	76
ANAPC1	324
ANAPC10	105
ANAPC11	79
ANAPC13	637
ANAPC15	39
ANAPC16	1206
ANAPC1P1	1
ANAPC2	144
ANAPC4	351
ANAPC5	748
ANAPC7	333
ANG	25
ANGEL1	122
ANGEL2	416
ANGPT1	50
ANGPT2	37
ANGPT4	3
ANGPTL1	99
ANGPTL2	12
ANGPTL3	6
ANGPTL4	1
ANGPTL5	1
ANGPTL6	8
ANGPTL7	16
ANHX	0
ANK1	1371
ANK2	0
ANK3	258
ANKAR	127
ANKDD1A	116
ANKDD1B	15
ANKEF1	45
ANKFN1	0
ANKFY1	1700
ANKH	619
ANKHD1	114
ANKHD1_EIF4EBP3	7
ANKIB1	1138
ANKK1	3
ANKLE1	6
ANKLE2	717
ANKMY1	73
ANKMY2	157
ANKRA2	261
ANKRD1	1
ANKRD10	1194
ANKRD11	1722
ANKRD12	6330
ANKRD13A	7993
ANKRD13B	1
ANKRD13C	565
ANKRD13D	891
ANKRD16	19
ANKRD17	2412
ANKRD18A	74
ANKRD18B	0
ANKRD18DP	3
ANKRD19P	14
ANKRD2	5
ANKRD20A1	0
ANKRD20A11P	1
ANKRD20A12P	2
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	32
ANKRD20A5P	13
ANKRD20A8P	1
ANKRD20A9P	11
ANKRD22	969
ANKRD23	29
ANKRD24	3
ANKRD26	321
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	434
ANKRD28	3611
ANKRD29	1
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	11
ANKRD33	0
ANKRD33B	163
ANKRD34A	4
ANKRD34B	297
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	2
ANKRD36	397
ANKRD36B	126
ANKRD36BP1	355
ANKRD36BP2	4049
ANKRD36C	346
ANKRD37	2
ANKRD39	29
ANKRD40	216
ANKRD42	156
ANKRD44	8409
ANKRD44_IT1	345
ANKRD45	0
ANKRD46	89
ANKRD49	403
ANKRD50	637
ANKRD52	173
ANKRD53	2
ANKRD54	22
ANKRD55	34
ANKRD6	78
ANKRD60	0
ANKRD61	15
ANKRD62	3
ANKRD62P1_PARP4P3	1
ANKRD63	0
ANKRD65	1
ANKRD66	0
ANKRD7	0
ANKRD9	68
ANKS1A	627
ANKS1B	2
ANKS3	43
ANKS4B	0
ANKS6	41
ANKUB1	3
ANKZF1	482
ANLN	144
ANO1	0
ANO1_AS2	0
ANO10	480
ANO2	11
ANO3	0
ANO4	0
ANO5	69
ANO6	1765
ANO7	3
ANO8	37
ANO9	50
ANOS1	26
ANP32A	2752
ANP32A_IT1	334
ANP32AP1	0
ANP32B	874
ANP32C	0
ANP32D	0
ANP32E	903
ANPEP	4898
ANTXR1	1
ANTXR2	3994
ANTXRL	0
ANTXRLP1	44
ANXA1	15456
ANXA10	4
ANXA11	4392
ANXA13	0
ANXA2	3035
ANXA2P1	0
ANXA2P2	9
ANXA2P3	0
ANXA2R	73
ANXA3	5964
ANXA4	380
ANXA5	3108
ANXA6	1415
ANXA7	1685
ANXA8	5
ANXA8L1	0
ANXA9	209
AOAH	3580
AOAH_IT1	81
AOC1	17
AOC2	84
AOC3	60
AOC4P	1
AOX1	1
AOX2P	0
AP1AR	231
AP1B1	784
AP1B1P1	0
AP1G1	2182
AP1G2	317
AP1M1	565
AP1M2	23
AP1S1	39
AP1S2	1909
AP1S3	33
AP2A1	1121
AP2A2	365
AP2B1	2345
AP2M1	1640
AP2S1	341
AP3B1	2428
AP3B2	51
AP3D1	1030
AP3M1	601
AP3M2	114
AP3S1	806
AP3S2	18
AP4B1	118
AP4B1_AS1	14
AP4E1	366
AP4M1	12
AP4S1	138
AP5B1	4329
AP5M1	761
AP5S1	57
AP5Z1	264
APAF1	3245
APBA1	9
APBA2	164
APBA3	76
APBB1	101
APBB1IP	9265
APBB2	73
APBB3	122
APC	3514
APC2	24
APCDD1	40
APCDD1L	4
APCDD1L_AS1	2
APCS	0
APEH	433
APELA	0
APEX1	248
APEX2	42
APH1A	697
APH1B	482
API5	944
APIP	129
APITD1	5
APITD1_CORT	0
APLF	533
APLN	0
APLNR	0
APLP1	0
APLP2	7580
APMAP	2813
APOA1	0
APOA1_AS	14
APOA1BP	90
APOA2	34
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	57
APOBEC3A	986
APOBEC3A_B	0
APOBEC3B	286
APOBEC3B_AS1	6
APOBEC3C	141
APOBEC3D	93
APOBEC3F	119
APOBEC3G	545
APOBEC3H	7
APOBEC4	8
APOBR	2527
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	0
APOE	0
APOF	5
APOH	0
APOL1	1149
APOL2	2069
APOL3	534
APOL4	46
APOL5	0
APOL6	11812
APOLD1	20
APOM	48
APOO	16
APOOL	196
APOOP5	0
APOPT1	191
APP	1170
APPBP2	837
APPL1	760
APPL2	943
APRT	164
APTR	51
APTX	105
AQP1	14
AQP10	11
AQP11	14
AQP12A	0
AQP12B	0
AQP2	0
AQP3	55
AQP4	0
AQP4_AS1	0
AQP5	0
AQP6	0
AQP7	0
AQP7P1	0
AQP7P3	2
AQP8	0
AQP9	33203
AQR	1055
AR	0
ARAF	512
ARAP1	8511
ARAP2	2787
ARAP3	943
ARC	1
ARCN1	1916
AREG	29
AREL1	2302
ARF1	3007
ARF3	1237
ARF4	1103
ARF5	358
ARF6	1972
ARFGAP1	217
ARFGAP2	689
ARFGAP3	1222
ARFGEF1	3726
ARFGEF2	984
ARFGEF3	1
ARFIP1	1120
ARFIP2	159
ARFRP1	152
ARG1	1338
ARG2	175
ARGFX	0
ARGFXP2	27
ARGLU1	1197
ARHGAP1	680
ARHGAP10	129
ARHGAP11A	103
ARHGAP11B	33
ARHGAP12	546
ARHGAP15	4261
ARHGAP17	631
ARHGAP18	808
ARHGAP19	547
ARHGAP19_SLIT1	0
ARHGAP20	1
ARHGAP21	500
ARHGAP22	5
ARHGAP23	11
ARHGAP24	376
ARHGAP25	6353
ARHGAP26	11201
ARHGAP26_AS1	97
ARHGAP26_IT1	126
ARHGAP27	1945
ARHGAP28	0
ARHGAP29	51
ARHGAP30	6741
ARHGAP31	488
ARHGAP31_AS1	2
ARHGAP32	116
ARHGAP33	4
ARHGAP35	650
ARHGAP36	0
ARHGAP39	0
ARHGAP4	1180
ARHGAP40	0
ARHGAP42	135
ARHGAP44	5
ARHGAP5	738
ARHGAP5_AS1	3
ARHGAP6	72
ARHGAP8	0
ARHGAP9	4253
ARHGDIA	615
ARHGDIB	17510
ARHGDIG	0
ARHGEF1	1874
ARHGEF10	11
ARHGEF10L	241
ARHGEF11	1766
ARHGEF12	3641
ARHGEF15	0
ARHGEF16	0
ARHGEF17	29
ARHGEF18	1437
ARHGEF19	12
ARHGEF2	4102
ARHGEF25	2
ARHGEF26	9
ARHGEF26_AS1	0
ARHGEF28	2
ARHGEF3	1706
ARHGEF3_AS1	0
ARHGEF33	16
ARHGEF34P	4
ARHGEF35	2
ARHGEF37	32
ARHGEF38	2
ARHGEF38_IT1	0
ARHGEF39	7
ARHGEF4	15
ARHGEF40	2299
ARHGEF5	17
ARHGEF6	4080
ARHGEF7	573
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	94
ARHGEF9_IT1	2
ARID1A	2391
ARID1B	984
ARID2	1311
ARID3A	376
ARID3B	559
ARID3C	0
ARID4A	3411
ARID4B	4928
ARID5A	601
ARID5B	1045
ARIH1	1447
ARIH2	678
ARIH2OS	27
ARL1	200
ARL10	34
ARL11	894
ARL13A	16
ARL13B	177
ARL14	2
ARL14EP	213
ARL14EPL	2
ARL15	299
ARL16	79
ARL17A	40
ARL17B	0
ARL2	22
ARL2_SNX15	0
ARL2BP	230
ARL3	231
ARL4A	631
ARL4C	679
ARL4D	1
ARL5A	807
ARL5B	459
ARL5C	0
ARL6	12
ARL6IP1	1858
ARL6IP4	511
ARL6IP5	4936
ARL6IP6	285
ARL8A	469
ARL8B	1244
ARL9	3
ARMC1	234
ARMC10	187
ARMC12	11
ARMC2	216
ARMC2_AS1	6
ARMC3	25
ARMC4	2
ARMC5	42
ARMC6	102
ARMC7	170
ARMC8	1305
ARMC9	3
ARMCX1	7
ARMCX2	12
ARMCX3	399
ARMCX4	49
ARMCX5	55
ARMCX5_GPRASP2	5
ARMCX6	43
ARMS2	0
ARMT1	561
ARNT	1429
ARNT2	0
ARNTL	661
ARNTL2	32
ARNTL2_AS1	0
ARPC1A	651
ARPC1B	5020
ARPC2	8726
ARPC3	7735
ARPC4	1190
ARPC4_TTLL3	0
ARPC5	10102
ARPC5L	140
ARPIN	187
ARPP19	1711
ARPP21	0
ARR3	1
ARRB1	1396
ARRB2	6213
ARRDC1	284
ARRDC1_AS1	42
ARRDC2	400
ARRDC3	4036
ARRDC3_AS1	11
ARRDC4	822
ARRDC5	32
ARSA	264
ARSB	660
ARSD	623
ARSE	5
ARSF	0
ARSG	580
ARSH	0
ARSI	0
ARSJ	0
ARSK	27
ART1	0
ART3	0
ART4	4
ART5	0
ARTN	0
ARV1	71
ARVCF	11
ARX	0
AS3MT	0
ASAH1	7913
ASAH2	2
ASAH2B	0
ASAP1	9873
ASAP1_IT1	225
ASAP1_IT2	125
ASAP2	132
ASAP3	4
ASB1	222
ASB10	0
ASB11	1
ASB12	0
ASB13	68
ASB14	33
ASB15	0
ASB16	12
ASB16_AS1	35
ASB17	0
ASB18	0
ASB2	9
ASB3	26
ASB4	0
ASB5	0
ASB6	169
ASB7	676
ASB8	711
ASB9	1
ASB9P1	38
ASCC1	214
ASCC2	1445
ASCC3	833
ASCL1	0
ASCL2	29
ASCL3	1
ASCL4	0
ASCL5	0
ASF1A	268
ASF1B	16
ASGR1	127
ASGR2	198
ASH1L	4246
ASH1L_AS1	34
ASH2L	1745
ASIC1	2
ASIC2	0
ASIC3	4
ASIC4	0
ASIC5	0
ASIP	1
ASL	100
ASMT	2
ASMTL	136
ASMTL_AS1	16
ASNA1	253
ASNS	77
ASNSD1	616
ASPA	0
ASPDH	2
ASPG	0
ASPH	3124
ASPHD1	1
ASPHD2	133
ASPM	240
ASPN	15
ASPRV1	414
ASPSCR1	43
ASRGL1	71
ASS1	1
ASTE1	136
ASTL	5
ASTN1	0
ASTN2	10
ASTN2_AS1	1
ASUN	221
ASXL1	838
ASXL2	1645
ASXL3	3
ASZ1	0
ATAD1	392
ATAD2	1045
ATAD2B	1498
ATAD3A	33
ATAD3B	29
ATAD3C	0
ATAD5	688
ATAT1	14
ATCAY	0
ATE1	613
ATE1_AS1	1
ATF1	429
ATF2	1260
ATF3	73
ATF4	1396
ATF5	25
ATF6	4554
ATF6B	585
ATF7	436
ATF7IP	4332
ATF7IP2	302
ATG10	60
ATG101	64
ATG12	925
ATG13	883
ATG14	391
ATG16L1	369
ATG16L2	3810
ATG2A	548
ATG2B	1431
ATG3	2702
ATG4A	172
ATG4B	261
ATG4C	242
ATG4D	122
ATG5	483
ATG7	1138
ATG9A	384
ATG9B	2
ATHL1	893
ATIC	141
ATL1	23
ATL2	488
ATL3	1036
ATM	5470
ATMIN	646
ATN1	72
ATOH1	0
ATOH7	0
ATOH8	1
ATOX1	92
ATP10A	120
ATP10B	3
ATP10D	575
ATP11A	2977
ATP11A_AS1	81
ATP11AUN	3
ATP11B	7704
ATP11C	834
ATP12A	0
ATP13A1	280
ATP13A2	114
ATP13A3	2617
ATP13A4	4
ATP13A4_AS1	0
ATP13A5	0
ATP13A5_AS1	0
ATP1A1	1322
ATP1A1_AS1	36
ATP1A2	0
ATP1A3	20
ATP1A4	13
ATP1B1	42
ATP1B2	25
ATP1B3	324
ATP1B4	0
ATP2A1	4
ATP2A1_AS1	0
ATP2A2	1178
ATP2A3	1386
ATP2B1	5618
ATP2B2	3
ATP2B2_IT2	0
ATP2B3	0
ATP2B4	4975
ATP2C1	852
ATP2C2	9
ATP4A	0
ATP4B	0
ATP5A1	2420
ATP5B	2519
ATP5C1	1207
ATP5D	45
ATP5E	24
ATP5EP2	0
ATP5F1	1229
ATP5G1	49
ATP5G2	394
ATP5G3	279
ATP5H	591
ATP5I	184
ATP5J	219
ATP5J2	36
ATP5J2_PTCD1	0
ATP5L	755
ATP5L2	7
ATP5O	510
ATP5S	180
ATP5SL	112
ATP6AP1	711
ATP6AP1L	20
ATP6AP2	1944
ATP6V0A1	969
ATP6V0A2	437
ATP6V0A4	0
ATP6V0B	1640
ATP6V0C	660
ATP6V0CP3	0
ATP6V0D1	2726
ATP6V0D2	0
ATP6V0E1	2835
ATP6V0E2	39
ATP6V0E2_AS1	14
ATP6V1A	5509
ATP6V1B1	2
ATP6V1B1_AS1	0
ATP6V1B2	6230
ATP6V1C1	2118
ATP6V1C2	14
ATP6V1D	740
ATP6V1E1	1536
ATP6V1E2	45
ATP6V1F	113
ATP6V1G1	1991
ATP6V1G2	7
ATP6V1G2_DDX39B	0
ATP6V1G3	0
ATP6V1H	426
ATP7A	1773
ATP7B	28
ATP8A1	1800
ATP8A2	1
ATP8B1	101
ATP8B2	455
ATP8B3	31
ATP8B4	2837
ATP8B5P	0
ATP9A	238
ATP9B	718
ATPAF1	188
ATPAF2	95
ATPIF1	276
ATR	693
ATRAID	263
ATRIP	151
ATRN	570
ATRNL1	2
ATRX	3776
ATXN1	2534
ATXN10	451
ATXN1L	815
ATXN2	631
ATXN2L	623
ATXN3	654
ATXN3L	0
ATXN7	2112
ATXN7L1	210
ATXN7L2	25
ATXN7L3	1105
ATXN7L3B	737
ATXN8OS	0
AUH	112
AUNIP	14
AUP1	563
AURKA	348
AURKAIP1	315
AURKAPS1	53
AURKB	14
AURKC	7
AUTS2	50
AVEN	30
AVIL	214
AVL9	1442
AVP	0
AVPI1	13
AVPR1A	14
AVPR1B	0
AVPR2	36
AWAT1	0
AWAT2	0
AXDND1	4
AXIN1	423
AXIN2	33
AXL	4
AZGP1	0
AZGP1P1	0
AZI2	989
AZIN1	2514
AZIN1_AS1	5
AZIN2	10
AZU1	3
B2M	186230
B3GALNT1	21
B3GALNT2	176
B3GALT1	0
B3GALT2	103
B3GALT4	136
B3GALT5	0
B3GALT5_AS1	0
B3GALT6	46
B3GAT1	7
B3GAT2	0
B3GAT3	68
B3GLCT	98
B3GNT2	894
B3GNT3	0
B3GNT4	7
B3GNT5	1905
B3GNT6	0
B3GNT7	0
B3GNT8	159
B3GNT9	29
B3GNTL1	226
B4GALNT1	0
B4GALNT2	0
B4GALNT3	12
B4GALNT4	2
B4GALT1	1938
B4GALT1_AS1	10
B4GALT2	10
B4GALT3	216
B4GALT4	144
B4GALT4_AS1	9
B4GALT5	3178
B4GALT6	44
B4GALT7	52
B4GAT1	13
B9D1	7
B9D2	113
BAALC	0
BAALC_AS1	0
BAALC_AS2	0
BAAT	0
BABAM1	376
BACE1	143
BACE1_AS	4
BACE2	27
BACH1	18830
BACH1_IT2	114
BACH2	173
BAD	96
BAG1	2957
BAG2	31
BAG3	27
BAG4	643
BAG5	763
BAG6	2088
BAGE	0
BAGE2	0
BAGE3	0
BAGE4	0
BAGE5	0
BAHCC1	26
BAHD1	114
BAIAP2	216
BAIAP2_AS1	226
BAIAP2L1	120
BAIAP2L2	3
BAIAP3	67
BAK1	162
BAMBI	0
BANCR	0
BANF1	34
BANF2	0
BANK1	349
BANP	608
BAP1	603
BARD1	364
BARHL1	0
BARHL2	0
BARX1	0
BARX2	0
BASP1	12150
BASP1P1	0
BATF	296
BATF2	137
BATF3	12
BAX	203
BAZ1A	9926
BAZ1B	1035
BAZ2A	3203
BAZ2B	5500
BBC3	76
BBIP1	293
BBOX1	0
