	gene_id_NP53_1_
BCL11A	13
BCL11B	21
BCL2	5
BCL2A1	2
BCL2L1	33
BCL2L10	0
BCL2L11	31
BCL2L12	14
BCL2L13	34
BCL2L14	19
BCL2L15	2
BCL2L2	24
BCL2L2_PABPN1	0
BCL3	111
BCL6	88
BCL6B	3
BCL7A	17
BCL7B	20
BCL7C	16
BCL9	15
BCL9L	72
BCLAF1	123
BCO1	9
BCO2	1071
BCOR	42
BCORL1	10
BCORP1	4
BCR	82
BCRP2	0
BCRP3	0
BCS1L	6
BCYRN1	1
BDH1	42
BDH2	4
BDKRB1	0
BDKRB2	11
BDNF	7
BDNF_AS	2
BDP1	109
BEAN1	1
BEAN1_AS1	0
BECN1	57
BECN2	3
BEGAIN	1
BEND2	0
BEND3	3
BEND3P3	6
BEND4	0
BEND5	1
BEND6	4
BEND7	15
BEST1	2
BEST2	0
BEST3	9
BEST4	116
BET1	7
BET1L	11
BEX1	0
BEX2	3
BEX4	4
BEX5	1
BFAR	7
BFSP1	1
BFSP2	0
BGLAP	0
BGLT3	0
BGN	0
BHLHA15	0
BHLHA9	0
BHLHB9	4
BHLHE22	1
BHLHE23	0
BHLHE40	83
BHLHE40_AS1	4
BHLHE41	87
BHMG1	0
BHMT	2
BHMT2	1
BICC1	16
BICD1	4
BICD2	14
BID	7
BIK	4
BIN1	9
BIN2	1
BIN3	28
BIN3_IT1	3
BIRC2	20
BIRC3	13
BIRC5	1
BIRC6	143
BIRC6_AS2	0
BIRC7	3
BIRC8	3
BISPR	14
BIVM	2
BIVM_ERCC5	0
BLACAT1	0
BLACE	1
BLCAP	21
BLID	1
BLK	0
BLM	5
BLMH	4
BLNK	1
BLOC1S1	2
BLOC1S1_RDH5	0
BLOC1S2	3
BLOC1S3	11
BLOC1S4	6
BLOC1S5	0
BLOC1S5_TXNDC5	0
BLOC1S6	9
BLVRA	17
BLVRB	12
BLZF1	13
BMF	2
BMI1	281
BMP1	5
BMP10	2
BMP15	0
BMP2	2
BMP2K	28
BMP3	34
BMP4	2
BMP5	3
BMP6	1
BMP7	0
BMP7_AS1	0
BMP8A	2
BMP8B	11
BMPER	34
BMPR1A	25
BMPR1B	21
BMPR1B_AS1	0
BMPR2	66
BMS1	57
BMS1P17	0
BMS1P18	0
BMS1P20	17
BMS1P21	1
BMS1P4	6
BMS1P5	8
BMS1P6	17
BMX	0
BNC1	2
BNC2	5
BNIP1	5
BNIP2	23
BNIP3	20
BNIP3L	29
BNIPL	27
BOC	17
BOD1	195
BOD1L1	121
BOD1L2	0
BOK	3
BOK_AS1	0
BOLA1	0
BOLA2	0
BOLA2B	0
BOLA3	7
BOLA3_AS1	1
BOLL	1
BOP1	21
BORA	1
BPESC1	0
BPGM	8
BPHL	14
BPI	0
BPIFA1	270
BPIFA2	0
BPIFA3	0
BPIFA4P	0
BPIFB1	167
BPIFB2	2
BPIFB3	0
BPIFB4	3
BPIFB6	0
BPIFC	0
BPNT1	9
BPTF	208
BPY2	0
BPY2B	0
BPY2C	0
BRAF	15
BRAP	18
BRAT1	23
BRCA1	10
BRCA2	14
BRCAT107	0
BRCAT54	1
BRCC3	17
BRD1	41
BRD2	613
BRD3	37
BRD4	124
BRD7	48
BRD7P3	1
BRD8	36
BRD9	51
BRDT	1
BRDTP1	0
BRE	5
BRE_AS1	4
BREA2	0
BRF1	34
BRF2	6
BRI3	8
BRI3BP	4
BRICD5	0
BRINP1	1
BRINP2	3
BRINP3	0
BRIP1	9
BRIX1	19
BRK1	33
BRMS1	23
BRMS1L	3
BROX	39
BRPF1	16
BRPF3	37
BRS3	0
BRSK1	3
BRSK2	58
BRWD1	95
BRWD1_AS1	1
BRWD1_IT2	0
BRWD3	53
BSCL2	0
BSDC1	29
BSG	90
BSN	78
BSN_AS2	0
BSND	4
BSPH1	0
BSPRY	22
BST1	4
BST2	88
BSX	0
BTAF1	76
BTBD1	30
BTBD10	11
BTBD11	4
BTBD16	0
BTBD17	0
BTBD18	7
BTBD19	7
BTBD2	23
BTBD3	87
BTBD6	10
BTBD7	22
BTBD8	5
BTBD9	58
BTC	30
BTD	3
BTF3	37
BTF3L4	16
BTF3P11	1
BTG1	22
BTG2	41
BTG3	1
BTG4	13
BTK	1
BTLA	0
BTN1A1	0
BTN2A1	33
BTN2A2	7
BTN2A3P	3
BTN3A1	14
BTN3A2	26
BTN3A3	9
BTNL10	1
BTNL2	0
BTNL3	0
BTNL8	1
BTNL9	3
BTRC	14
BUB1	8
BUB1B	3
BUB3	9
BUD13	8
BUD31	16
BVES	3
BVES_AS1	0
BYSL	5
BZRAP1	135
BZRAP1_AS1	4
BZW1	85
BZW2	9
C10orf10	1
C10orf105	1
C10orf107	19
C10orf11	7
C10orf111	4
C10orf113	3
C10orf12	21
C10orf120	0
C10orf126	0
C10orf128	0
C10orf131	0
C10orf142	0
C10orf2	16
C10orf25	4
C10orf32	9
C10orf32_ASMT	0
C10orf35	2
C10orf53	0
C10orf54	15
C10orf55	0
C10orf62	0
C10orf67	7
C10orf71	3
C10orf71_AS1	0
C10orf76	14
C10orf82	0
C10orf88	2
C10orf90	2
C10orf91	0
C10orf95	3
C10orf99	0
C11orf1	2
C11orf16	61
C11orf21	1
C11orf24	2
C11orf30	34
C11orf31	50
C11orf39	0
C11orf40	0
C11orf42	1
C11orf44	0
C11orf45	0
C11orf49	21
C11orf52	0
C11orf53	2
C11orf54	14
C11orf57	25
C11orf58	92
C11orf63	42
C11orf65	2
C11orf68	8
C11orf70	19
C11orf71	7
C11orf72	0
C11orf73	4
C11orf74	24
C11orf80	39
C11orf84	4
C11orf85	0
C11orf86	0
C11orf87	0
C11orf88	43
C11orf91	3
C11orf94	0
C11orf95	6
C11orf96	0
C11orf97	37
C11orf98	7
C12orf10	15
C12orf29	1
C12orf4	13
C12orf40	0
C12orf42	2
C12orf43	6
C12orf45	1
C12orf49	17
C12orf50	0
C12orf54	0
C12orf56	0
C12orf57	7
C12orf60	3
C12orf65	4
C12orf66	7
C12orf71	2
C12orf73	1
C12orf74	31
C12orf75	85
C12orf76	5
C12orf77	0
C12orf79	0
C12orf80	0
C14orf1	5
C14orf105	0
C14orf119	4
C14orf132	2
C14orf142	23
C14orf159	66
C14orf166	19
C14orf169	11
C14orf177	0
C14orf178	0
C14orf180	1
C14orf2	26
C14orf28	0
C14orf37	14
C14orf39	3
C14orf79	9
C14orf80	52
C14orf93	3
C15orf26	18
C15orf27	3
C15orf32	0
C15orf38_AP3S2	0
C15orf39	4
C15orf40	11
C15orf41	3
C15orf43	0
C15orf48	5
C15orf52	11
C15orf53	0
C15orf54	1
C15orf56	1
C15orf57	6
C15orf59	0
C15orf59_AS1	0
C15orf61	3
C15orf62	9
C15orf65	2
C16orf13	4
C16orf45	16
C16orf46	18
C16orf47	0
C16orf52	6
C16orf54	8
C16orf58	32
C16orf59	12
C16orf62	7
C16orf70	6
C16orf71	33
C16orf72	46
C16orf74	1
C16orf78	0
C16orf82	0
C16orf86	0
C16orf87	3
C16orf89	1
C16orf90	1
C16orf91	2
C16orf92	0
C16orf93	14
C16orf95	3
C16orf96	10
C16orf97	0
C17orf100	1
C17orf102	0
C17orf104	0
C17orf105	2
C17orf107	0
C17orf112	0
C17orf47	0
C17orf49	0
C17orf50	2
C17orf51	12
C17orf53	2
C17orf58	6
C17orf59	3
C17orf62	18
C17orf64	0
C17orf67	4
C17orf74	0
C17orf75	18
C17orf77	0
C17orf78	3
C17orf80	7
C17orf82	4
C17orf85	86
C17orf89	4
C17orf96	8
C17orf97	46
C17orf98	0
C17orf99	0
C18orf21	7
C18orf25	47
C18orf32	1
C18orf42	0
C18orf54	1
C18orf61	0
C18orf63	0
C18orf65	0
C18orf8	9
C19orf12	5
C19orf18	6
C19orf24	4
C19orf25	1
C19orf33	0
C19orf35	9
C19orf38	0
C19orf43	70
C19orf44	11
C19orf45	0
C19orf47	7
C19orf48	5
C19orf52	5
C19orf53	29
C19orf54	5
C19orf57	3
C19orf60	6
C19orf66	72
C19orf67	1
C19orf68	13
C19orf70	4
C19orf71	0
C19orf73	2
C19orf80	0
C19orf81	0
C19orf84	0
C1D	5
C1GALT1	26
C1GALT1C1	9
C1GALT1C1L	0
C1QA	2
C1QB	5
C1QBP	36
C1QC	4
C1QL1	1
C1QL2	1
C1QL3	36
C1QL4	0
C1QTNF1	1
C1QTNF1_AS1	0
C1QTNF2	0
C1QTNF3	1
C1QTNF3_AMACR	0
C1QTNF4	1
C1QTNF5	0
C1QTNF6	0
C1QTNF7	0
C1QTNF8	0
C1QTNF9	0
C1QTNF9B	0
C1QTNF9B_AS1	1
C1R	4
C1RL	10
C1RL_AS1	18
C1S	3
C1orf100	0
C1orf101	8
C1orf105	0
C1orf106	34
C1orf109	3
C1orf110	93
C1orf111	0
C1orf112	2
C1orf115	6
C1orf116	40
C1orf122	11
C1orf123	4
C1orf127	0
C1orf131	4
C1orf137	0
C1orf140	0
C1orf141	29
C1orf145	7
C1orf146	0
C1orf158	26
C1orf159	21
C1orf162	2
C1orf167	0
C1orf168	29
C1orf174	8
C1orf177	1
C1orf185	0
C1orf186	0
C1orf189	3
C1orf194	61
C1orf195	2
C1orf198	18
C1orf204	1
C1orf21	31
C1orf210	14
C1orf216	3
C1orf220	1
C1orf226	10
C1orf228	24
C1orf229	2
C1orf233	2
C1orf234	0
C1orf27	21
C1orf35	27
C1orf43	33
C1orf50	4
C1orf52	30
C1orf53	1
C1orf54	2
C1orf56	2
C1orf61	0
C1orf64	1
C1orf68	0
C1orf74	4
C1orf87	41
C1orf94	3
C1orf95	0
C2	7
C2_AS1	0
C20orf141	0
C20orf144	2
C20orf166_AS1	0
C20orf173	1
C20orf194	53
C20orf195	3
C20orf196	6
C20orf197	1
C20orf202	0
C20orf203	2
C20orf24	5
C20orf27	4
C20orf62	0
C20orf78	0
C20orf85	169
C20orf96	35
C21orf140	0
C21orf2	17
C21orf33	1
C21orf58	53
C21orf59	105
C21orf62	1
C21orf62_AS1	1
C21orf91	30
C21orf91_OT1	0
C22orf15	14
C22orf23	14
C22orf24	0
C22orf29	8
C22orf31	0
C22orf34	0
C22orf39	11
C22orf42	0
C22orf46	24
C2CD2	15
C2CD2L	62
C2CD3	38
C2CD4A	0
C2CD4B	1
C2CD4C	3
C2CD4D	1
C2CD5	31
C2orf15	3
C2orf16	1
C2orf27A	1
C2orf27B	0
C2orf40	11
C2orf42	6
C2orf44	2
C2orf47	0
C2orf48	0
C2orf49	18
C2orf50	10
C2orf54	7
C2orf57	0
C2orf61	1
C2orf66	3
C2orf68	25
C2orf69	3
C2orf70	2
C2orf71	0
C2orf72	2
C2orf73	5
C2orf74	9
C2orf76	2
C2orf78	0
C2orf80	0
C2orf81	11
C2orf82	0
C2orf83	0
C2orf88	2
C2orf91	0
C3	58
C3AR1	0
C3P1	3
C3orf14	0
C3orf17	15
C3orf18	2
C3orf20	7
C3orf22	4
C3orf30	9
C3orf33	1
C3orf35	2
C3orf36	0
C3orf38	9
C3orf49	1
C3orf52	24
C3orf56	0
C3orf58	19
C3orf62	7
C3orf67	20
C3orf67_AS1	3
C3orf70	0
C3orf79	0
C3orf80	0
C3orf84	0
C4A	0
C4B	0
C4BPA	1
C4BPB	0
C4B_2	0
C4orf17	0
C4orf19	18
C4orf22	60
C4orf26	0
C4orf27	10
C4orf29	4
C4orf3	58
C4orf32	2
C4orf33	13
C4orf36	0
C4orf45	0
C4orf46	0
C4orf47	23
C4orf48	0
C4orf51	0
C5	2
C5AR1	15
C5AR2	0
C5orf15	27
C5orf17	2
C5orf22	25
C5orf24	4
C5orf28	2
C5orf30	0
C5orf34	3
C5orf38	2
C5orf42	264
C5orf45	25
C5orf46	0
C5orf47	0
C5orf49	66
C5orf51	23
C5orf52	0
C5orf56	17
C5orf58	0
C5orf60	0
C5orf63	5
C5orf64	0
C5orf66	13
C5orf66_AS1	1
C5orf66_AS2	1
C5orf67	0
C6	0
C6orf1	4
C6orf10	0
C6orf106	65
C6orf118	107
C6orf120	9
C6orf132	156
C6orf136	7
C6orf141	0
C6orf15	0
C6orf163	4
C6orf165	67
C6orf201	1
C6orf203	8
C6orf222	0
C6orf223	4
C6orf226	3
C6orf229	0
C6orf25	6
C6orf47	6
C6orf48	4
C6orf52	8
C6orf58	2
C6orf62	46
C6orf7	0
C6orf89	43
C6orf99	1
C7	0
C7orf13	2
C7orf25	3
C7orf26	7
C7orf31	1
C7orf33	0
C7orf34	0
C7orf43	7
C7orf49	9
C7orf50	37
C7orf55	1
C7orf55_LUC7L2	0
C7orf57	39
C7orf60	7
C7orf61	2
C7orf62	5
C7orf65	0
C7orf66	0
C7orf69	0
C7orf71	0
C7orf72	0
C7orf73	13
C7orf76	0
C7orf77	0
C8A	0
C8B	0
C8G	1
C8orf22	0
C8orf31	5
C8orf33	12
C8orf34	0
C8orf34_AS1	4
C8orf37	9
C8orf37_AS1	1
C8orf4	1
C8orf44	3
C8orf44_SGK3	1
C8orf46	15
C8orf48	0
C8orf49	0
C8orf58	4
C8orf59	3
C8orf74	0
C8orf76	3
C8orf82	4
C8orf86	0
C8orf87	0
C8orf88	0
C8orf89	0
C9	0
C9orf106	0
C9orf114	44
C9orf116	41
C9orf117	418
C9orf129	0
C9orf131	9
C9orf135	44
C9orf135_AS1	0
C9orf139	0
C9orf142	4
C9orf152	9
C9orf153	0
C9orf156	7
C9orf16	23
C9orf163	2
C9orf170	0
C9orf171	29
C9orf172	5
C9orf173	0
C9orf173_AS1	2
C9orf24	105
C9orf3	63
C9orf40	1
C9orf41_AS1	0
C9orf43	5
C9orf47	0
C9orf50	1
C9orf57	0
C9orf62	0
C9orf64	13
C9orf66	1
C9orf69	38
C9orf72	67
C9orf78	39
C9orf84	5
C9orf85	5
C9orf89	7
C9orf9	23
C9orf91	20
C9orf92	0
CA1	2
CA10	0
CA11	8
CA12	46
CA13	10
CA14	2
CA2	0
CA3	0
CA3_AS1	50
CA4	2
CA5A	0
CA5B	28
CA5BP1	0
CA6	0
CA7	0
CA8	5
CA9	1
CAAP1	15
CAB39	70
CAB39L	5
CABIN1	168
CABLES1	9
CABLES2	3
CABP1	2
CABP2	0
CABP4	10
CABP5	0
CABP7	0
CABS1	0
CABYR	6
CACFD1	16
CACHD1	30
CACNA1A	29
CACNA1B	9
CACNA1C	3
CACNA1C_AS1	0
CACNA1C_AS2	0
CACNA1C_AS4	0
CACNA1C_IT2	0
CACNA1C_IT3	0
CACNA1D	37
CACNA1E	2
CACNA1F	11
CACNA1G	2
CACNA1G_AS1	1
CACNA1H	3
CACNA1I	1
CACNA1S	0
CACNA2D1	1
CACNA2D2	5
CACNA2D3	0
CACNA2D3_AS1	0
CACNA2D4	3
CACNB1	16
CACNB2	6
CACNB3	19
CACNB4	2
CACNG1	0
CACNG2	0
CACNG3	0
CACNG4	0
CACNG5	0
CACNG6	12
CACNG7	0
CACNG8	21
CACTIN	32
CACTIN_AS1	0
CACUL1	46
CACYBP	10
CAD	16
CADM1	1
CADM2	2
CADM2_AS2	0
CADM3	0
CADM3_AS1	0
CADM4	17
CADPS	3
CADPS2	12
CAGE1	0
CAHM	0
CALB1	10
CALB2	0
CALCA	0
CALCB	1
CALCOCO1	57
CALCOCO2	49
CALCR	0
CALCRL	0
CALD1	13
CALHM1	1
CALHM2	2
CALHM3	11
CALM1	458
CALM2	385
CALM3	48
CALML3	4
CALML3_AS1	0
CALML4	90
CALML5	2
CALML6	0
CALN1	0
CALR	238
CALR3	1
CALU	29
CALY	1
CAMK1	5
CAMK1D	65
CAMK1G	0
CAMK2A	0
CAMK2B	3
CAMK2D	14
CAMK2G	27
CAMK2N1	5
CAMK2N2	2
CAMK4	0
CAMKK1	4
CAMKK2	9
CAMKMT	3
CAMKV	15
CAMLG	7
CAMP	0
CAMSAP1	97
CAMSAP2	30
CAMSAP3	25
CAMTA1	21
CAMTA2	17
CAND1	42
CAND1.11	1
CAND2	12
CANT1	22
CANX	298
CAP1	57
CAP2	23
CAPG	12
CAPN1	131
CAPN10	8
CAPN10_AS1	4
CAPN11	0
CAPN12	7
CAPN13	68
CAPN14	2
CAPN15	18
CAPN2	413
CAPN3	22
CAPN5	43
CAPN6	0
CAPN7	39
CAPN8	19
CAPN9	8
CAPNS1	74
CAPNS2	0
CAPRIN1	99
CAPRIN2	12
CAPS	735
CAPS2	45
CAPSL	81
CAPZA1	24
CAPZA2	30
CAPZA3	0
CAPZB	51
CARD10	28
CARD11	20
CARD14	8
CARD16	1
CARD17	1
CARD18	0
CARD6	4
CARD8	8
CARD8_AS1	0
CARD9	0
CARF	22
CARHSP1	23
CARKD	14
CARM1	8
CARNMT1	9
CARNS1	6
CARS	66
CARS2	6
CARTPT	0
CASC1	138
CASC10	4
CASC11	3
CASC15	2
CASC16	0
CASC17	0
CASC18	0
CASC19	0
CASC2	41
CASC20	0
CASC21	0
CASC23	0
CASC3	104
CASC4	151
CASC5	8
CASC6	0
CASC8	1
CASC9	4
CASD1	11
CASK	22
CASKIN1	3
CASKIN2	7
CASP1	19
CASP10	29
CASP12	0
CASP14	0
CASP16P	0
CASP1P2	0
CASP2	14
CASP3	24
CASP4	21
CASP5	0
CASP6	3
CASP7	31
CASP8	38
CASP8AP2	19
CASP9	8
CASQ1	2
CASQ2	2
CASR	0
CASS4	0
CAST	393
CASZ1	171
CAT	44
CATIP	34
CATIP_AS1	0
CATIP_AS2	1
CATSPER1	0
CATSPER2	11
CATSPER2P1	0
CATSPER3	0
CATSPER4	1
CATSPERB	1
CATSPERD	20
CATSPERG	10
CAV1	0
CAV2	9
CAV3	0
CBARP	2
CBFA2T2	28
CBFA2T3	4
CBFB	20
CBL	19
CBLB	29
CBLC	5
CBLL1	26
CBLN1	0
CBLN2	0
CBLN3	5
CBLN4	0
CBR1	17
CBR3	6
CBR3_AS1	3
CBR4	7
CBS	0
CBWD1	18
CBWD2	14
CBWD3	0
CBWD5	8
CBWD6	0
CBX1	13
CBX2	0
CBX3	48
CBX3P2	3
CBX4	59
CBX5	97
CBX6	21
CBX7	34
CBX8	36
CBY1	40
CBY3	1
CC2D1A	49
CC2D1B	25
CC2D2A	144
CC2D2B	0
CCAR1	79
CCAR2	98
CCAT1	2
CCAT2	0
CCBE1	8
CCBL1	3
CCBL2	16
CCDC101	11
CCDC102A	13
CCDC102B	0
CCDC103	31
CCDC105	1
CCDC106	2
CCDC107	4
CCDC108	165
CCDC109B	3
CCDC110	4
CCDC112	15
CCDC113	116
CCDC114	307
CCDC115	21
CCDC116	2
CCDC117	19
CCDC12	56
CCDC120	19
CCDC121	5
CCDC122	3
CCDC124	27
CCDC125	84
CCDC126	2
CCDC127	8
CCDC129	2
CCDC13	65
CCDC13_AS1	0
CCDC130	22
CCDC134	12
CCDC136	42
CCDC137	9
CCDC138	22
CCDC14	15
CCDC140	0
CCDC141	3
CCDC142	6
CCDC144A	0
CCDC144B	0
CCDC144CP	0
CCDC144NL	0
CCDC144NL_AS1	1
CCDC146	306
CCDC148	31
CCDC148_AS1	0
CCDC149	12
CCDC15	5
CCDC150	1
CCDC151	39
CCDC152	4
CCDC153	38
CCDC154	0
CCDC155	0
CCDC157	12
CCDC158	1
CCDC159	8
CCDC160	22
CCDC162P	2
CCDC163P	3
CCDC166	0
CCDC167	1
CCDC168	3
CCDC169	0
CCDC169_SOHLH2	0
CCDC17	277
CCDC170	260
CCDC171	17
CCDC172	0
CCDC173	70
CCDC174	23
CCDC175	8
CCDC176	191
CCDC177	1
CCDC178	0
CCDC179	0
CCDC18	10
CCDC180	0
CCDC181	46
CCDC182	0
CCDC183	5
CCDC183_AS1	1
CCDC184	6
CCDC185	0
CCDC186	111
CCDC22	4
CCDC24	28
CCDC25	25
CCDC26	0
CCDC27	0
CCDC28A	26
CCDC28B	5
CCDC3	1
CCDC30	52
CCDC33	82
CCDC34	22
CCDC36	0
CCDC37	289
CCDC37_AS1	0
CCDC38	0
CCDC39	147
CCDC40	354
CCDC42	0
CCDC42B	63
CCDC43	24
CCDC47	71
CCDC50	35
CCDC51	6
CCDC53	8
CCDC54	0
CCDC57	112
CCDC58	2
CCDC59	12
CCDC6	75
CCDC60	48
CCDC61	16
CCDC62	3
CCDC63	0
CCDC64	35
CCDC64B	89
CCDC65	89
CCDC66	50
CCDC67	6
CCDC68	2
CCDC69	76
CCDC7	7
CCDC70	2
CCDC71	4
CCDC71L	5
CCDC73	35
CCDC74A	16
CCDC74B	7
CCDC77	2
CCDC78	133
CCDC79	1
CCDC8	2
CCDC80	292
CCDC81	95
CCDC82	35
CCDC83	0
CCDC84	7
CCDC85A	2
CCDC85B	12
CCDC85C	8
CCDC86	8
CCDC87	2
CCDC88A	11
CCDC88B	38
CCDC88C	396
CCDC89	37
CCDC9	30
CCDC90B	12
CCDC91	27
CCDC92	21
CCDC93	66
CCDC94	7
CCDC96	84
CCDC97	30
CCER1	0
CCER2	4
CCHCR1	30
CCHE1	35
CCIN	1
CCK	0
CCKAR	13
CCKBR	1
CCL1	0
CCL11	0
CCL13	0
CCL14	0
CCL15	0
CCL15_CCL14	0
CCL16	0
CCL17	4
CCL18	0
CCL19	0
CCL2	0
CCL20	0
CCL21	0
CCL22	2
CCL23	0
CCL24	0
CCL25	0
CCL26	0
CCL27	0
CCL28	11
CCL3	0
CCL3L1	3
CCL3L3	0
CCL4	0
CCL4L1	0
CCL4L2	0
CCL5	2
CCL7	0
CCL8	0
CCM2	10
CCM2L	0
CCNA1	5
CCNA2	0
CCNB1	7
CCNB1IP1	0
CCNB2	3
CCNB3	0
CCNC	18
CCND1	132
CCND2	0
CCND2_AS1	0
CCND3	18
CCNDBP1	27
CCNE1	0
CCNE2	5
CCNF	17
CCNG1	6
CCNG2	21
CCNH	12
CCNI	69
CCNI2	0
CCNJ	2
CCNJL	2
CCNK	34
CCNL1	50
CCNL2	43
CCNO	10
CCNT1	24
CCNT2	27
CCNT2_AS1	0
CCNY	23
CCNYL1	20
CCNYL2	0
CCP110	100
CCPG1	25
CCR1	5
CCR10	2
CCR2	0
CCR3	0
CCR4	0
CCR5	4
CCR6	2
CCR7	7
CCR8	0
CCR9	2
CCRL2	0
CCS	6
CCSAP	9
CCSER1	7
CCSER2	21
CCT2	33
CCT3	40
CCT4	27
CCT5	46
CCT6A	49
CCT6B	5
CCT6P1	1
CCT6P3	3
CCT7	37
CCT8	28
CCT8L2	0
CCZ1	3
CCZ1B	8
CD101	0
CD109	8
CD14	5
CD151	28
CD160	3
CD163	0
CD163L1	0
CD164	192
CD164L2	23
CD177	3
CD180	0
CD19	1
CD1A	0
CD1B	0
CD1C	0
CD1D	1
CD1E	0
CD2	1
CD200	3
CD200R1	19
CD200R1L	10
CD207	0
CD209	0
CD22	3
CD226	2
CD24	338
CD244	1
CD247	7
CD248	0
CD27	7
CD27_AS1	0
CD274	18
CD276	6
CD28	0
CD2AP	90
CD2BP2	43
CD300A	2
CD300C	0
CD300E	0
CD300LB	0
CD300LD	0
CD300LF	3
CD300LG	1
CD302	0
CD320	1
CD33	0
CD34	1
CD36	8
CD37	19
CD38	54
CD3D	1
CD3E	1
CD3EAP	1
CD3G	3
CD4	5
CD40	9
CD40LG	0
CD44	48
CD46	81
CD47	30
CD48	0
CD5	7
CD52	0
CD53	0
CD55	47
CD58	3
CD59	246
CD5L	0
CD6	3
CD63	129
CD68	28
CD69	1
CD7	2
CD70	0
CD72	1
CD74	191
CD79A	0
CD79B	0
CD80	0
CD81	38
CD81_AS1	0
CD82	96
CD83	2
CD84	0
CD86	0
CD8A	5
CD8B	0
CD9	136
CD93	1
CD96	2
CD99	31
CD99L2	9
CD99P1	7
CDA	0
CDADC1	5
CDAN1	10
CDC123	14
CDC14A	62
CDC14B	20
CDC14C	0
CDC16	26
CDC20	0
CDC20B	12
CDC23	10
CDC25A	1
CDC25B	4
CDC25C	2
CDC26	8
CDC27	17
CDC34	24
CDC37	88
CDC37L1	14
CDC37L1_AS1	0
CDC40	14
CDC42	61
CDC42BPA	73
CDC42BPB	128
CDC42BPG	107
CDC42EP1	6
CDC42EP2	8
CDC42EP3	18
CDC42EP4	58
CDC42EP5	17
CDC42P3	0
CDC42SE1	54
CDC42SE2	34
CDC45	1
CDC5L	52
CDC6	5
CDC7	3
CDC73	56
CDCA2	0
CDCA3	0
CDCA4	7
CDCA5	1
CDCA7	0
CDCA7L	31
CDCA8	2
CDCP1	34
CDCP2	0
CDH1	155
CDH10	0
CDH11	7
CDH12	0
CDH13	1
CDH15	4
CDH16	1
CDH17	0
CDH18	0
CDH19	0
CDH2	1
CDH20	0
CDH22	2
CDH23	10
CDH24	2
CDH26	27
CDH3	18
CDH4	3
CDH5	0
CDH6	1
CDH7	0
CDH8	1
CDH9	0
CDHR1	1
CDHR2	0
CDHR3	642
CDHR4	98
CDHR5	10
CDIP1	2
CDIPT	10
CDIPT_AS1	0
CDK1	1
CDK10	43
CDK11A	72
CDK11B	42
CDK12	60
CDK13	70
CDK14	12
CDK15	0
CDK16	26
CDK17	28
CDK18	17
CDK19	62
CDK2	3
CDK20	17
CDK2AP1	19
CDK2AP2	7
CDK3	0
CDK4	2
CDK5	3
CDK5R1	2
CDK5R2	9
CDK5RAP1	12
CDK5RAP2	125
CDK5RAP3	48
CDK6	26
CDK7	11
CDK8	3
CDK9	53
CDKAL1	9
CDKL1	41
CDKL2	5
CDKL3	6
CDKL4	1
CDKL5	8
CDKN1A	38
CDKN1B	20
CDKN1C	7
CDKN2A	18
CDKN2A_AS1	1
CDKN2AIP	10
CDKN2AIPNL	6
CDKN2B	34
CDKN2B_AS1	15
CDKN2C	7
CDKN2D	8
CDKN3	1
CDNF	2
CDO1	0
CDON	14
CDPF1	1
CDR1	7
CDR2	10
CDR2L	3
CDRT1	7
CDRT15	0
CDRT15L2	0
CDRT15P1	0
CDRT15P2	0
CDRT4	0
CDRT7	0
CDRT8	0
CDS1	73
CDS2	25
CDSN	7
CDT1	4
CDV3	82
CDX1	2
CDX2	0
CDX4	0
CDY1	0
CDY1B	0
CDY2A	0
CDY2B	0
CDYL	38
CDYL2	1
CEACAM1	27
CEACAM16	0
CEACAM18	0
CEACAM19	1
CEACAM20	0
CEACAM21	10
CEACAM22P	0
CEACAM3	656
CEACAM4	0
CEACAM5	110
CEACAM6	36
CEACAM7	7
CEACAM8	2
CEBPA	4
CEBPA_AS1	0
CEBPB	10
CEBPB_AS1	2
CEBPD	33
CEBPE	0
CEBPG	19
CEBPZ	26
CEBPZOS	10
CECR1	8
CECR2	0
CECR3	1
CECR5	3
CECR5_AS1	0
CECR6	1
CECR7	0
CEL	1
CELA1	0
CELA2A	0
CELA2B	1
CELA3A	0
CELA3B	0
CELF1	117
CELF2	15
CELF2_AS1	1
CELF2_AS2	0
CELF3	9
CELF4	2
CELF5	0
CELF6	6
CELP	0
CELSR1	259
CELSR2	14
CELSR3	4
CELSR3_AS1	0
CEMIP	11
CEMP1	4
CEND1	0
CENPA	87
CENPB	43
CENPBD1	5
CENPBD1P1	32
CENPC	30
CENPE	0
CENPF	10
CENPH	3
CENPI	0
CENPJ	4
CENPK	2
CENPL	2
CENPM	2
CENPN	13
CENPO	1
CENPP	0
CENPQ	3
CENPT	27
CENPU	0
CENPV	5
CENPVP1	0
CENPVP2	0
CENPW	3
CEP104	61
CEP112	32
CEP120	34
CEP126	148
CEP128	36
CEP131	47
CEP135	9
CEP152	11
CEP162	75
CEP164	62
CEP170	16
CEP170B	148
CEP170P1	0
CEP19	10
CEP192	20
CEP250	94
CEP290	94
CEP295	24
CEP295NL	7
CEP350	176
CEP41	15
CEP44	14
CEP55	0
CEP57	22
CEP57L1	5
CEP63	20
CEP68	25
CEP70	20
CEP72	5
CEP76	9
CEP78	8
CEP83	70
CEP83_AS1	2
CEP85	22
CEP85L	12
CEP89	29
CEP95	23
CEP97	26
CEPT1	19
