	gene_id_NP53_1_
LOC102723427	0
LOC102723439	1
LOC102723448	0
LOC102723505	0
LOC102723517	0
LOC102723544	2
LOC102723582	0
LOC102723604	0
LOC102723617	0
LOC102723649	0
LOC102723661	0
LOC102723701	0
LOC102723703	1
LOC102723704	0
LOC102723709	0
LOC102723729	0
LOC102723766	1
LOC102723769	0
LOC102723778	0
LOC102723780	0
LOC102723809	0
LOC102723824	1
LOC102723828	0
LOC102723831	0
LOC102723833	0
LOC102723854	0
LOC102723883	0
LOC102723885	1
LOC102723895	0
LOC102723927	0
LOC102723968	0
LOC102724000	0
LOC102724009	0
LOC102724020	0
LOC102724034	0
LOC102724050	0
LOC102724053	0
LOC102724058	0
LOC102724084	4
LOC102724094	2
LOC102724096	0
LOC102724153	0
LOC102724163	0
LOC102724188	0
LOC102724190	0
LOC102724201	0
LOC102724238	0
LOC102724279	0
LOC102724297	0
LOC102724301	0
LOC102724312	0
LOC102724321	0
LOC102724323	0
LOC102724421	0
LOC102724434	0
LOC102724450	0
LOC102724467	1
LOC102724484	3
LOC102724511	0
LOC102724539	0
LOC102724552	2
LOC102724555	2
LOC102724589	1
LOC102724596	0
LOC102724601	0
LOC102724604	0
LOC102724612	0
LOC102724623	0
LOC102724651	0
LOC102724659	1
LOC102724661	0
LOC102724663	0
LOC102724691	0
LOC102724699	1
LOC102724710	0
LOC102724719	0
LOC102724776	0
LOC102724784	3
LOC102724804	0
LOC102724814	9
LOC102724849	0
LOC102724874	0
LOC102724890	0
LOC102724913	0
LOC102724919	0
LOC102724927	0
LOC102724933	0
LOC102724957	0
LOC102724958	0
LOC102725079	1
LOC102800447	0
LOC103021295	0
LOC103021296	1
LOC103091866	3
LOC103171574	0
LOC103191607	0
LOC103312105	0
LOC103344931	2
LOC103352541	0
LOC103611081	4
LOC103908605	0
LOC104054148	2
LOC104613533	0
LOC104968399	2
LOC105274304	1
LOC105370306	0
LOC105372441	0
LOC105372795	0
LOC105373300	0
LOC105373383	0
LOC105373609	0
LOC105375734	0
LOC105376360	0
LOC105376671	0
LOC105377348	1
LOC105378732	0
LOC105447645	0
LOC105447648	0
LOC105616981	0
LOC105667213	0
LOC105747689	2
LOC105748977	0
LOC105755953	0
LOC106099130	0
LOC113230	10
LOC115110	28
LOC143666	5
LOC145474	1
LOC145783	6
LOC145845	1
LOC146513	0
LOC146880	55
LOC148413	4
LOC148696	19
LOC148709	1
LOC149373	0
LOC149684	0
LOC149950	0
LOC150776	5
LOC150935	0
LOC151121	0
LOC151174	0
LOC151475	1
LOC151484	0
LOC152225	0
LOC152578	1
LOC153684	0
LOC153910	0
LOC154449	0
LOC154761	0
LOC155060	5
LOC157273	0
LOC158434	0
LOC158435	0
LOC171391	1
LOC1720	0
LOC200726	0
LOC200772	54
LOC202181	16
LOC220729	11
LOC221122	0
LOC221946	5
LOC253573	0
LOC254028	0
LOC254896	2
LOC255187	0
LOC255654	0
LOC256880	0
LOC257396	2
LOC283038	0
LOC283045	0
LOC283140	3
LOC283177	0
LOC283194	0
LOC283214	3
LOC283299	0
LOC283332	2
LOC283335	3
LOC283352	0
LOC283440	0
LOC283575	0
LOC283585	0
LOC283683	0
LOC283710	0
LOC283731	0
LOC283788	3
LOC283856	0
LOC283922	3
LOC284009	0
LOC284023	5
LOC284080	6
LOC284294	0
LOC284344	0
LOC284379	0
LOC284395	0
LOC284412	1
LOC284454	9
LOC284578	0
LOC284581	8
LOC284632	0
LOC284648	0
LOC284661	0
LOC284788	0
LOC284798	1
LOC284825	6
LOC284865	0
LOC284930	0
LOC284933	0
LOC284950	0
LOC285000	0
LOC285043	0
LOC285074	4
LOC285484	0
LOC285593	0
LOC285626	0
LOC285627	0
LOC285629	3
LOC285692	0
LOC285696	5
LOC285740	1
LOC285762	0
LOC285766	0
LOC285768	0
LOC285804	0
LOC285819	1
LOC285847	1
LOC285889	0
LOC286059	0
LOC286083	0
LOC286114	0
LOC286177	0
LOC286238	0
LOC286297	0
LOC286359	0
LOC286370	0
LOC286437	4
LOC338694	0
LOC338797	0
LOC338963	0
LOC339059	3
LOC339166	0
LOC339260	0
LOC339298	0
LOC339529	0
LOC339539	0
LOC339568	0
LOC339593	0
LOC339622	0
LOC339666	0
LOC339803	11
LOC339807	2
LOC339862	2
LOC339874	4
LOC339975	0
LOC340017	0
LOC340074	0
LOC340107	0
LOC340113	0
LOC340357	0
LOC340512	0
LOC341056	3
LOC343052	0
LOC344887	8
LOC344967	1
LOC349160	0
LOC374443	7
LOC375196	0
LOC387810	0
LOC388242	0
LOC388282	0
LOC388406	0
LOC388436	0
LOC388692	0
LOC388780	5
LOC388813	0
LOC388849	0
LOC388882	0
LOC388942	0
LOC389033	0
LOC389199	3
LOC389247	0
LOC389332	0
LOC389602	0
LOC389641	0
LOC389705	0
LOC389765	2
LOC389831	0
LOC389834	1
LOC389895	0
LOC389906	0
LOC390705	0
LOC391003	0
LOC391322	0
LOC392196	0
LOC392232	0
LOC392364	0
LOC392452	0
LOC399715	0
LOC399815	0
LOC399886	0
LOC400043	1
LOC400541	0
LOC400548	5
LOC400553	2
LOC400558	0
LOC400620	0
LOC400655	0
LOC400661	0
LOC400684	1
LOC400685	1
LOC400706	0
LOC400736	0
LOC400794	0
LOC400867	0
LOC400927	1
LOC400927_CSNK1E	2
LOC400940	0
LOC400958	0
LOC400997	1
LOC401010	6
LOC401052	3
LOC401127	0
LOC401134	0
LOC401177	0
LOC401242	0
LOC401286	2
LOC401312	0
LOC401320	15
LOC401324	0
LOC401357	1
LOC401463	0
LOC401557	1
LOC401585	1
LOC403312	1
LOC403323	0
LOC407835	0
LOC414300	0
LOC439933	0
LOC439994	1
LOC440028	3
LOC440040	0
LOC440117	4
LOC440173	0
LOC440300	0
LOC440311	0
LOC440390	0
LOC440434	0
LOC440446	0
LOC440461	0
LOC440600	0
LOC440602	2
LOC440700	0
LOC440704	0
LOC440895	0
LOC440896	0
LOC440910	0
LOC440982	1
LOC441025	0
LOC441081	0
LOC441155	0
LOC441178	0
LOC441204	0
LOC441242	1
LOC441454	0
LOC441455	1
LOC441601	0
LOC441666	1
LOC442028	0
LOC442132	0
LOC442497	1
LOC494127	0
LOC494141	1
LOC51145	0
LOC541472	1
LOC541473	0
LOC550113	0
LOC553103	4
LOC55338	0
LOC554206	1
LOC554223	0
LOC554249	0
LOC574538	1
LOC606724	0
LOC613037	1
LOC613038	0
LOC613266	0
LOC63930	0
LOC641367	2
LOC641746	1
LOC642361	3
LOC642366	1
LOC642423	0
LOC642426	0
LOC642846	1
LOC642852	7
LOC642929	0
LOC642943	0
LOC643072	5
LOC643201	0
LOC643339	1
LOC643355	0
LOC643387	2
LOC643406	1
LOC643441	1
LOC643542	0
LOC643623	0
LOC643711	0
LOC643733	0
LOC643770	1
LOC643802	1
LOC643923	1
LOC644145	0
LOC644172	1
LOC644189	0
LOC644285	4
LOC644554	0
LOC644656	1
LOC644669	0
LOC644762	0
LOC644838	0
LOC644919	0
LOC644936	1
LOC645166	0
LOC645354	0
LOC645382	0
LOC645434	0
LOC645513	3
LOC645752	0
LOC645949	0
LOC646029	0
LOC646214	0
LOC646268	1
LOC646471	3
LOC646522	0
LOC646626	0
LOC646736	0
LOC646743	0
LOC646762	10
LOC646813	0
LOC646903	14
LOC646938	0
LOC647323	0
LOC647859	0
LOC648987	2
LOC649133	1
LOC649324	0
LOC649352	0
LOC650226	0
LOC650293	0
LOC652276	3
LOC653160	0
LOC653513	5
LOC653602	0
LOC653653	0
LOC653712	0
LOC653786	0
LOC654342	1
LOC654841	0
LOC727751	0
LOC727896	2
LOC727924	0
LOC728024	0
LOC728040	0
LOC728084	1
LOC728095	0
LOC728175	17
LOC728323	3
LOC728392	15
LOC728485	0
LOC728554	0
LOC728613	4
LOC728673	0
LOC728730	3
LOC728739	0
LOC728743	8
LOC728752	2
LOC728989	2
LOC729080	0
LOC729083	1
LOC729159	0
LOC729218	5
LOC729296	0
LOC729348	0
LOC729506	0
LOC729603	2
LOC729609	0
LOC729658	14
LOC729683	3
LOC729732	8
LOC729737	8
LOC729739	2
LOC729867	4
LOC729930	0
LOC729950	0
LOC729966	1
LOC729970	0
LOC729987	0
LOC730101	32
LOC730102	16
LOC730159	4
LOC730183	2
LOC730202	3
LOC730668	2
LOC731157	0
LOC731424	0
LOC79160	1
LOC79999	0
LOC81691	5
LOC90246	0
LOC90768	7
LOC90784	5
LOC91450	0
LOC93622	7
LOH12CR1	5
LOH12CR2	0
LONP1	49
LONP2	51
LONRF1	12
LONRF2	13
LONRF3	7
LOR	1
LOX	6
LOXHD1	10
LOXL1	12
LOXL1_AS1	4
LOXL2	1
LOXL3	0
LOXL4	4
LPA	2
LPAL2	0
LPAR1	4
LPAR2	2
LPAR3	19
LPAR4	1
LPAR5	7
LPAR6	5
LPCAT1	7
LPCAT2	2
LPCAT3	14
LPCAT4	20
LPGAT1	55
LPIN1	48
LPIN2	25
LPIN3	27
LPL	0
LPO	0
LPP	59
LPP_AS1	0
LPP_AS2	6
LPPR1	1
LPPR2	2
LPPR3	8
LPPR4	3
LPPR5	0
LPXN	3
LRAT	1
LRBA	155
LRCH1	10
LRCH2	0
LRCH3	25
LRCH4	70
LRCOL1	0
LRFN1	0
LRFN2	0
LRFN3	2
LRFN4	2
LRFN5	0
LRG1	14
LRGUK	32
LRIF1	9
LRIG1	88
LRIG2	13
LRIG3	29
LRIT1	0
LRIT2	0
LRIT3	0
LRMP	6
LRP1	107
LRP1_AS	0
LRP10	85
LRP11	131
LRP12	2
LRP1B	0
LRP2	5
LRP2BP	24
LRP3	1
LRP4	47
LRP4_AS1	0
LRP5	40
LRP5L	1
LRP6	24
LRP8	12
LRPAP1	46
LRPPRC	32
LRR1	0
LRRC1	21
LRRC10	0
LRRC10B	74
LRRC14	4
LRRC14B	0
LRRC15	0
LRRC16A	72
LRRC16B	1
LRRC17	6
LRRC18	12
LRRC19	3
LRRC2	1
LRRC2_AS1	2
LRRC20	2
LRRC23	261
LRRC24	0
LRRC25	6
LRRC26	3
LRRC27	55
LRRC28	2
LRRC29	2
LRRC3	0
LRRC3_AS1	0
LRRC30	0
LRRC31	0
LRRC32	6
LRRC34	13
LRRC36	24
LRRC37A	0
LRRC37A11P	4
LRRC37A2	15
LRRC37A3	10
LRRC37A4P	17
LRRC37A5P	0
LRRC37A6P	3
LRRC37A8P	0
LRRC37B	5
LRRC37BP1	15
LRRC38	0
LRRC39	3
LRRC3B	1
LRRC3C	0
LRRC4	61
LRRC40	4
LRRC41	17
LRRC42	16
LRRC43	59
LRRC45	40
LRRC46	81
LRRC47	33
LRRC48	167
LRRC49	17
LRRC4B	1
LRRC4C	0
LRRC52	0
LRRC55	0
LRRC56	55
LRRC57	6
LRRC58	23
LRRC59	52
LRRC6	65
LRRC61	14
LRRC63	2
LRRC66	0
LRRC69	4
LRRC7	0
LRRC70	1
LRRC71	66
LRRC72	0
LRRC73	85
LRRC74A	0
LRRC74B	75
LRRC75A	0
LRRC75A_AS1	11
LRRC75B	0
LRRC8A	22
LRRC8B	23
LRRC8C	1
LRRC8D	42
LRRC8E	5
LRRC9	0
LRRCC1	22
LRRD1	0
LRRFIP1	292
LRRFIP2	24
LRRIQ1	289
LRRIQ3	1
LRRIQ4	0
LRRK1	12
LRRK2	2
LRRN1	14
LRRN2	11
LRRN3	1
LRRN4	1
LRRN4CL	1
LRRTM1	0
LRRTM2	15
LRRTM3	0
LRRTM4	0
LRSAM1	18
LRTM1	0
LRTM2	1
LRTOMT	25
LRWD1	26
LSAMP	4
LSAMP_AS1	0
LSG1	31
LSM1	14
LSM10	3
LSM11	0
LSM12	8
LSM14A	62
LSM14B	27
LSM2	1
LSM3	14
LSM4	33
LSM5	15
LSM6	6
LSM7	17
LSM8	11
LSMEM1	3
LSMEM2	0
LSP1	42
LSP1P3	0
LSR	29
LSS	23
LST1	0
LTA	2
LTA4H	6
LTB	0
LTB4R	12
LTB4R2	0
LTBP1	2
LTBP2	10
LTBP3	86
LTBP4	21
LTBR	38
LTC4S	2
LTF	7
LTK	15
LTN1	24
LTV1	25
LUC7L	75
LUC7L2	15
LUC7L3	209
LUCAT1	3
LUM	0
LUNAR1	0
LURAP1	2
LURAP1L	2
LURAP1L_AS1	0
LUZP1	50
LUZP2	0
LUZP4	0
LUZP6	0
LVCAT1	0
LVCAT5	0
LVCAT8	1
LVRN	0
LXN	6
LY6D	9
LY6E	223
LY6G5B	0
LY6G5C	3
LY6G6C	0
LY6G6D	0
LY6G6E	0
LY6G6F	0
LY6H	6
LY6K	0
LY75	15
LY75_CD302	0
LY86	0
LY86_AS1	0
LY9	1
LY96	0
LYAR	12
LYG1	0
LYG2	1
LYL1	4
LYN	81
LYNX1	29
LYPD1	0
LYPD2	104
LYPD3	15
LYPD4	0
LYPD5	3
LYPD6	0
LYPD6B	19
LYPD8	0
LYPLA1	12
LYPLA2	21
LYPLA2P2	1
LYPLAL1	7
LYPLAL1_AS1	1
LYRM1	14
LYRM2	21
LYRM4	0
LYRM5	9
LYRM7	12
LYRM9	5
LYSMD1	5
LYSMD2	7
LYSMD3	15
LYSMD4	7
LYST	46
LYVE1	2
LYZ	41
LYZL1	0
LYZL2	0
LYZL4	0
LYZL6	0
LZIC	11
LZTFL1	39
LZTR1	13
LZTS1	1
LZTS1_AS1	0
LZTS2	28
LZTS3	22
M1AP	10
M6PR	18
MAATS1	181
MAB21L1	5
MAB21L2	7
MAB21L3	0
MACC1	49
MACC1_AS1	0
MACF1	324
MACROD1	20
MACROD2	22
MACROD2_AS1	0
MACROD2_IT1	0
MAD1L1	30
MAD2L1	3
MAD2L1BP	9
MAD2L2	15
MADCAM1	0
MADD	56
MAEA	36
MAEL	0
MAF	8
MAF1	22
MAFA	3
MAFA_AS1	0
MAFB	14
MAFF	30
MAFG	28
MAFG_AS1	1
MAFIP	2
MAFK	29
MAFTRR	0
MAG	0
MAGEA1	1
MAGEA10	0
MAGEA10_MAGEA5	0
MAGEA11	0
MAGEA12	0
MAGEA2	0
MAGEA2B	0
MAGEA3	0
MAGEA4	0
MAGEA5	0
MAGEA6	0
MAGEA8	0
MAGEA8_AS1	0
MAGEA9	0
MAGEA9B	0
MAGEB1	0
MAGEB10	0
MAGEB16	0
MAGEB17	1
MAGEB18	0
MAGEB2	0
MAGEB3	0
MAGEB4	0
MAGEB5	0
MAGEB6	0
MAGEC1	0
MAGEC2	0
MAGEC3	3
MAGED1	56
MAGED2	98
MAGED4	0
MAGED4B	0
MAGEE1	1
MAGEE2	0
MAGEF1	26
MAGEH1	2
MAGEL2	0
MAGI1	69
MAGI1_AS1	3
MAGI2	13
MAGI2_AS2	0
MAGI2_AS3	12
MAGI3	32
MAGIX	18
MAGOH	12
MAGOH2P	0
MAGOHB	6
MAGT1	33
MAK	32
MAK16	8
MAL	40
MAL2	37
MALAT1	28826
MALL	8
MALRD1	2
MALSU1	8
MALT1	10
MAMDC2	4
MAMDC2_AS1	1
MAMDC4	10
MAML1	18
MAML2	59
MAML3	23
MAMLD1	6
MAMSTR	85
MAN1A1	11
MAN1A2	72
MAN1B1	34
MAN1B1_AS1	0
MAN1C1	9
MAN2A1	18
MAN2A2	26
MAN2B1	23
MAN2B2	29
MAN2C1	23
MANBA	11
MANBAL	13
MANEA	2
MANEA_AS1	2
MANEAL	2
MANF	16
MANSC1	1
MANSC4	0
MAOA	21
MAOB	39
MAP10	3
MAP1A	276
MAP1B	55
MAP1LC3A	14
MAP1LC3B	23
MAP1LC3B2	0
MAP1LC3C	0
MAP1S	14
MAP2	0
MAP2K1	32
MAP2K2	30
MAP2K3	45
MAP2K4	5
MAP2K4P1	1
MAP2K5	6
MAP2K6	3
MAP2K7	30
MAP3K1	32
MAP3K10	10
MAP3K11	29
MAP3K12	7
MAP3K13	63
MAP3K14	18
MAP3K14_AS1	4
MAP3K15	1
MAP3K19	148
MAP3K2	80
MAP3K3	19
MAP3K4	39
MAP3K5	14
MAP3K6	19
MAP3K7	15
MAP3K7CL	4
MAP3K8	25
MAP3K9	27
MAP4	40
MAP4K1	4
MAP4K2	7
MAP4K3	27
MAP4K4	117
MAP4K5	31
MAP6	57
MAP6D1	1
MAP7	184
MAP7D1	70
MAP7D2	11
MAP7D3	7
MAP9	46
MAPK1	53
MAPK10	79
MAPK11	20
MAPK12	14
MAPK13	20
MAPK14	28
MAPK15	145
MAPK1IP1L	34
MAPK3	28
MAPK4	0
MAPK6	17
MAPK7	10
MAPK8	15
MAPK8IP1	49
MAPK8IP2	9
MAPK8IP3	108
MAPK9	20
MAPKAP1	34
MAPKAPK2	38
MAPKAPK3	9
MAPKAPK5	16
MAPKAPK5_AS1	5
MAPKBP1	53
MAPRE1	34
MAPRE2	4
MAPRE3	72
MAPT	2
MAPT_AS1	0
MAPT_IT1	0
MARC1	10
MARC2	6
MARCH1	3
MARCH10	53
MARCH11	0
MARCH2	4
MARCH3	1
MARCH4	2
MARCH5	7
MARCH6	134
MARCH7	41
MARCH8	24
MARCH9	0
MARCKS	73
MARCKSL1	11
MARCO	0
MARK1	8
MARK2	61
MARK2P9	0
MARK3	50
MARK4	21
MARS	36
MARS2	4
MARVELD1	6
MARVELD2	19
MARVELD3	34
MAS1	0
MAS1L	0
MASP1	0
MASP2	6
MAST1	4
MAST2	47
MAST3	13
MAST4	77
MASTL	10
MAT1A	10
MAT2A	27
MAT2B	64
MATK	1
MATN1	1
MATN1_AS1	0
MATN2	9
MATN3	3
MATN4	0
MATR3	126
MAU2	39
MAVS	78
MAX	44
MAZ	52
MB	15
MB21D1	0
MB21D2	0
MBD1	54
MBD2	94
MBD3	16
MBD3L1	0
MBD3L2	0
MBD3L3	0
MBD3L4	0
MBD3L5	0
MBD4	19
MBD5	12
MBD6	172
MBIP	3
MBL1P	1
MBL2	0
MBLAC1	1
MBLAC2	2
MBNL1	41
MBNL1_AS1	0
MBNL2	27
MBNL3	6
MBOAT1	26
MBOAT2	11
MBOAT4	0
MBOAT7	10
MBP	37
MBTD1	17
MBTPS1	61
MBTPS2	8
MC1R	9
MC2R	0
MC3R	0
MC4R	0
MC5R	0
MCAM	1
MCAT	6
MCC	32
MCCC1	23
MCCC2	15
MCCD1	0
MCEE	3
MCEMP1	0
MCF2	0
MCF2L	15
MCF2L_AS1	1
MCF2L2	0
MCFD2	16
MCHR1	1
MCHR2	0
MCHR2_AS1	0
MCIDAS	3
MCL1	160
MCM10	0
MCM2	15
MCM3	19
MCM3AP	57
MCM3AP_AS1	3
MCM4	21
MCM5	5
MCM6	4
MCM7	20
MCM8	8
MCM8_AS1	1
MCM9	15
MCMBP	15
MCMDC2	3
MCOLN1	7
MCOLN2	0
MCOLN3	0
MCPH1	14
MCPH1_AS1	2
MCRS1	23
MCTP1	10
MCTP2	26
MCTS1	9
MCTS2P	1
MCU	28
MCUR1	17
MDC1	41
MDFI	2
MDFIC	48
MDGA1	17
MDGA2	0
MDH1	37
MDH1B	34
MDH2	32
MDK	55
MDM1	55
MDM2	182
MDM4	59
MDN1	106
MDP1	1
MDS2	0
ME1	18
ME2	19
ME3	36
MEA1	19
MEAF6	46
MEAT6	0
MECOM	92
MECP2	58
MECR	3
MED1	32
MED10	15
MED11	7
MED12	51
MED12L	9
MED13	64
MED13L	68
MED14	30
MED14OS	1
MED15	57
MED15P9	0
MED16	16
MED17	12
MED18	37
MED19	15
MED20	5
MED21	10
MED22	13
MED23	32
MED24	36
MED25	43
MED26	8
MED27	3
MED28	11
MED29	17
MED30	2
MED31	2
MED4	17
MED4_AS1	0
MED6	14
MED7	8
MED8	12
MED9	3
MEDAG	0
MEF2A	57
MEF2B	2
MEF2BNB	3
MEF2BNB_MEF2B	0
MEF2C	7
MEF2C_AS1	0
MEF2D	41
MEFV	3
MEG3	0
MEG8	0
MEG9	0
MEGF10	3
MEGF11	9
MEGF6	4
MEGF8	50
MEGF9	16
MEI1	2
MEI4	0
MEIG1	9
MEIKIN	0
MEIOB	0
MEIS1	43
MEIS1_AS2	7
MEIS1_AS3	2
MEIS2	53
MEIS3	0
MEIS3P1	20
MELK	0
MEMO1	5
MEN1	16
MEOX1	0
MEOX2	0
MEOX2_AS1	0
MEP1A	0
MEP1B	0
MEPCE	49
MEPE	0
MERTK	8
MESDC1	13
MESDC2	23
MESP1	2
MESP2	0
MEST	0
MESTIT1	0
MET	31
METAP1	30
METAP1D	1
METAP2	51
METRN	6
METRNL	13
METTL1	0
METTL10	19
METTL11B	0
METTL12	2
METTL13	9
METTL14	25
METTL15	18
METTL16	21
METTL17	6
METTL18	1
METTL20	2
METTL21A	6
METTL21B	6
METTL21C	0
METTL21EP	0
METTL22	7
METTL23	2
METTL24	0
METTL25	2
METTL2A	9
METTL2B	5
METTL3	13
METTL4	7
METTL5	9
METTL6	4
METTL7A	168
METTL7B	1
METTL8	6
METTL9	23
MEX3A	4
MEX3B	0
MEX3C	28
MEX3D	9
MFAP1	57
MFAP2	1
MFAP3	8
MFAP3L	101
MFAP4	0
MFAP5	0
MFF	13
MFGE8	2
MFHAS1	13
MFI2	5
MFI2_AS1	2
MFN1	35
MFN2	74
MFNG	2
MFRP	0
MFSD1	22
MFSD10	5
MFSD11	14
MFSD12	9
MFSD2A	11
MFSD2B	1
MFSD3	17
MFSD4	13
MFSD5	5
MFSD6	110
MFSD6L	0
MFSD7	1
MFSD8	12
MFSD9	15
MGA	40
MGAM	10
MGAM2	0
MGARP	0
MGAT1	34
MGAT2	18
MGAT3	21
MGAT3_AS1	0
MGAT4A	6
MGAT4B	26
MGAT4C	0
MGAT4D	1
MGAT4EP	0
MGAT5	34
MGAT5B	17
MGC12916	0
MGC15885	0
MGC16025	3
MGC16142	0
MGC16275	1
MGC27345	14
MGC27382	0
MGC2889	0
MGC32805	0
MGC34796	0
MGC39584	0
MGC45922	0
MGC50722	92
MGC57346	2
MGC57346_CRHR1	0
MGC70870	0
MGC72080	4
MGEA5	167
MGLL	56
MGME1	10
MGMT	1
MGP	1
MGRN1	32
MGST1	12
MGST2	9
MGST3	9
MHRT	0
MIA	0
MIA_RAB4B	0
MIA2	0
MIA3	90
MIAT	4
MIATNB	2
MIB1	51
MIB2	22
MICA	5
MICAL1	33
MICAL2	21
MICAL3	83
MICALCL	7
MICALL1	32
MICALL2	27
MICB	0
MICU1	15
MICU2	16
MICU3	5
MID1	24
MID1IP1	37
MID1IP1_AS1	1
MID2	17
MIDN	67
MIEF1	23
MIEF2	8
MIEN1	10
MIER1	35
MIER2	15
MIER3	11
MIF	0
MIF_AS1	1
MIF4GD	4
MIIP	10
MILR1	0
MIMT1	0
MINA	6
MINK1	139
MINOS1	10
MINOS1_NBL1	0
MINOS1P1	6
MINPP1	4
MIOS	10
MIOX	0
MIP	0
MIPEP	40
MIPEPP3	7
MIPOL1	21
MIR1_1	0
MIR1_1HG	0
MIR1_2	0
MIR100	0
MIR100HG	2
MIR101_1	0
MIR101_2	0
MIR103A1	0
MIR103A2	0
MIR103B1	0
MIR103B2	0
MIR105_1	0
MIR105_2	0
MIR106A	0
MIR106B	1
MIR107	0
MIR10A	0
MIR10B	0
MIR1178	0
MIR1179	0
MIR1180	1
MIR1181	0
MIR1182	0
MIR1183	0
MIR1184_1	0
MIR1184_2	0
MIR1184_3	0
MIR1185_1	0
MIR1185_2	0
MIR1193	0
MIR1197	0
MIR1199	0
MIR1200	0
MIR1202	0
MIR1203	0
MIR1204	0
MIR1205	0
MIR1206	0
MIR1207	0
MIR1208	0
MIR122	0
MIR1224	0
MIR1225	0
MIR1226	0
MIR1227	0
MIR1228	0
MIR1229	0
MIR1231	0
MIR1233_1	0
MIR1233_2	0
MIR1234	0
MIR1236	0
MIR1237	0
MIR1238	0
MIR124_1	0
MIR124_2	0
MIR124_2HG	0
MIR124_3	0
MIR1243	0
MIR1244_1	0
MIR1244_2	0
MIR1244_3	0
MIR1244_4	0
MIR1245A	0
MIR1245B	0
MIR1246	16
MIR1247	0
MIR1248	0
MIR1249	0
MIR1250	1
MIR1251	0
MIR1252	0
MIR1253	0
MIR1254_1	0
MIR1254_2	0
MIR1255A	0
MIR1255B1	0
MIR1255B2	0
MIR1256	1
MIR1257	0
MIR1258	0
MIR125A	0
MIR125B1	0
MIR125B2	0
MIR126	0
MIR1260A	0
MIR1260B	0
MIR1261	0
MIR1262	0
MIR1263	0
MIR1264	0
MIR1265	0
MIR1266	0
MIR1267	0
MIR1268A	3
MIR1268B	1
MIR1269A	0
MIR1269B	0
MIR127	0
MIR1270	0
MIR1271	0
MIR1272	0
MIR1273A	0
MIR1273C	0
MIR1273D	0
MIR1273E	0
MIR1273F	0
MIR1273G	0
MIR1273H	0
MIR1275	0
MIR1276	0
MIR1277	0
MIR1278	0
MIR1279	0
MIR128_1	0
MIR128_2	0
MIR1281	1
MIR1282	0
MIR1283_1	0
MIR1283_2	0
MIR1284	0
MIR1285_1	0
MIR1285_2	0
MIR1286	0
MIR1287	0
MIR1288	0
MIR1289_1	0
MIR1289_2	0
MIR129_1	0
MIR129_2	0
MIR1290	0
MIR1291	0
MIR1292	0
MIR1293	0
MIR1294	0
MIR1295A	0
MIR1295B	0
MIR1296	0
MIR1297	0
MIR1298	0
MIR1299	0
MIR1301	0
MIR1302_1	0
MIR1302_10	0
MIR1302_11	0
MIR1302_2	0
MIR1302_3	0
MIR1302_4	0
MIR1302_5	0
MIR1302_6	0
MIR1302_7	0
MIR1302_8	0
MIR1302_9	0
MIR1303	0
MIR1304	1
MIR1305	0
MIR1306	0
MIR1307	0
MIR130A	0
MIR130B	0
MIR132	0
MIR1321	0
MIR1322	0
MIR1323	0
MIR1324	0
MIR133A1	0
MIR133A1HG	0
MIR133A2	0
MIR133B	0
MIR134	0
MIR1343	0
MIR135A1	0
MIR135A2	0
MIR135B	0
MIR136	0
MIR137	0
MIR137HG	0
MIR138_1	0
MIR138_2	0
MIR139	0
MIR140	0
MIR141	0
MIR142	0
MIR143	0
MIR143HG	0
MIR144	0
MIR145	0
MIR1468	0
MIR1469	0
MIR146A	0
MIR146B	0
MIR1470	0
MIR1471	0
MIR147A	0
MIR147B	0
MIR148A	0
MIR148B	0
MIR149	0
MIR150	0
MIR151A	0
MIR151B	0
MIR152	4
MIR153_1	0
MIR153_2	0
MIR1537	0
MIR1538	0
MIR1539	0
MIR154	0
MIR155	0
MIR155HG	2
MIR1587	0
MIR15A	0
MIR15B	0
MIR16_1	0
MIR16_2	0
MIR17	0
MIR17HG	0
MIR181A1	0
MIR181A1HG	1
MIR181A2	5
MIR181A2HG	1
MIR181B1	0
MIR181B2	0
MIR181C	0
MIR181D	0
MIR182	0
MIR1825	0
MIR1827	0
MIR183	2
MIR184	0
MIR185	0
MIR186	0
MIR187	0
MIR188	0
MIR18A	0
MIR18B	0
MIR1908	0
MIR1909	0
MIR190A	0
MIR190B	0
MIR191	25
MIR1910	0
MIR1911	0
MIR1912	0
MIR1913	0
MIR1914	0
MIR1915	0
MIR192	0
MIR193A	0
MIR193B	0
MIR194_1	0
MIR194_2	0
MIR195	0
MIR196A1	0
MIR196A2	0
MIR196B	0
MIR197	0
MIR1972_1	0
MIR1972_2	0
MIR1973	0
MIR1976	0
MIR198	0
MIR199A1	0
MIR199A2	0
MIR199B	0
MIR19A	0
MIR19B1	0
MIR19B2	0
MIR200A	2
MIR200B	0
MIR200C	3
MIR202	0
MIR202HG	0
MIR203A	0
MIR203B	0
MIR204	0
MIR205	1
MIR2052	0
MIR2052HG	0
MIR2053	0
MIR2054	0
MIR205HG	14
MIR206	0
MIR208A	0
MIR208B	0
MIR20A	0
MIR20B	0
MIR21	0
MIR210	0
MIR210HG	2
MIR211	0
MIR2110	0
MIR2113	0
MIR2114	0
MIR2115	0
MIR2116	0
MIR2117	0
MIR212	0
MIR214	0
MIR215	0
MIR216A	0
MIR216B	0
MIR217	0
MIR217HG	0
