	gene_id_FLU_29_S179_
ADAMTS20	0
ADAMTS3	6
ADAMTS4	0
ADAMTS5	3
ADAMTS6	12
ADAMTS7	0
ADAMTS7P1	2
ADAMTS8	0
ADAMTS9	3
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	1
ADAMTSL2	1
ADAMTSL3	2
ADAMTSL4	986
ADAMTSL4_AS1	504
ADAMTSL5	1
ADAP1	183
ADAP2	28
ADAR	6447
ADARB1	52
ADARB2	33
ADARB2_AS1	0
ADAT1	165
ADAT2	24
ADAT3	1
ADCK1	9
ADCK2	4
ADCK3	148
ADCK4	47
ADCK5	2
ADCY1	2
ADCY10	45
ADCY10P1	421
ADCY2	0
ADCY3	9
ADCY4	47
ADCY5	0
ADCY6	1
ADCY7	1119
ADCY8	1
ADCY9	25
ADCYAP1	0
ADCYAP1R1	0
ADD1	905
ADD2	6
ADD3	1839
ADD3_AS1	0
ADGB	10
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	8
ADGRA3	19
ADGRB1	0
ADGRB2	0
ADGRB3	1
ADGRD1	1
ADGRE1	652
ADGRE2	1927
ADGRE3	1099
ADGRE4P	15
ADGRE5	2735
ADGRF1	0
ADGRF2	0
ADGRF3	4
ADGRF4	0
ADGRF5	1
ADGRG1	56
ADGRG2	26
ADGRG3	2206
ADGRG4	4
ADGRG5	8
ADGRG6	4
ADGRG7	1
ADGRL1	21
ADGRL2	0
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	31
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	83
ADH6	1
ADH7	0
ADHFE1	12
ADI1	92
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	1
ADIPOR1	12486
ADIPOR2	300
ADIRF	0
ADK	53
ADM	1626
ADM2	5
ADM5	0
ADNP	746
ADNP_AS1	33
ADNP2	101
ADO	67
ADORA1	0
ADORA2A	26
ADORA2A_AS1	134
ADORA2B	11
ADORA3	2
ADPGK	654
ADPGK_AS1	58
ADPRH	38
ADPRHL1	4
ADPRHL2	27
ADPRM	29
ADRA1A	0
ADRA1B	0
ADRA1D	0
ADRA2A	7
ADRA2B	1
ADRA2C	0
ADRB1	0
ADRB2	100
ADRB3	0
ADRBK1	814
ADRBK2	411
ADRM1	43
ADSL	101
ADSS	199
ADSSL1	0
ADTRP	4
AEBP1	2
AEBP2	193
AEN	21
AES	53
AFAP1	109
AFAP1_AS1	15
AFAP1L1	1
AFAP1L2	2
AFF1	2297
AFF2	491
AFF3	15
AFF4	1388
AFG3L1P	33
AFG3L2	76
AFM	0
AFMID	6
AFP	0
AFTPH	1181
AGA	48
AGAP1	5
AGAP1_IT1	0
AGAP11	0
AGAP2	290
AGAP2_AS1	2
AGAP3	16
AGAP4	15
AGAP5	17
AGAP6	15
AGAP7P	6
AGAP9	5
AGBL1	0
AGBL1_AS1	0
AGBL2	3
AGBL3	3
AGBL4	0
AGBL4_IT1	0
AGBL5	36
AGBL5_AS1	0
AGER	125
AGFG1	6098
AGFG2	14
AGGF1	313
AGK	45
AGL	166
AGMAT	8
AGMO	5
AGO1	489
AGO2	749
AGO3	281
AGO4	3626
AGPAT1	16
AGPAT2	99
AGPAT3	152
AGPAT4	125
AGPAT4_IT1	23
AGPAT5	42
AGPS	225
AGR2	0
AGR3	1
AGRN	5
AGRP	2
AGT	0
AGTPBP1	4463
AGTR1	2
AGTR2	0
AGTRAP	249
AGXT	0
AGXT2	0
AHCTF1	2222
AHCTF1P1	24
AHCY	10
AHCYL1	306
AHCYL2	58
AHDC1	10
AHI1	26
AHNAK	6683
AHNAK2	3
AHR	732
AHRR	1
AHSA1	267
AHSA2	287
AHSG	0
AHSP	54
AICDA	1
AIDA	342
AIF1	274
AIF1L	1
AIFM1	64
AIFM2	4
AIFM3	5
AIG1	101
AIM1	2061
AIM1L	19
AIM2	245
AIMP1	43
AIMP2	9
AIP	28
AIPL1	0
AIRE	0
AIRN	56
AJAP1	2
AJUBA	5
AK1	10
AK2	262
AK3	84
AK4	9
AK5	13
AK6	5
AK7	4
AK8	1
AK9	136
AKAP1	19
AKAP10	554
AKAP11	232
AKAP12	9
AKAP13	10030
AKAP14	0
AKAP17A	436
AKAP2	0
AKAP3	2
AKAP4	0
AKAP5	21
AKAP6	6
AKAP7	229
AKAP8	154
AKAP8L	322
AKAP9	1376
AKIP1	13
AKIRIN1	798
AKIRIN2	510
AKNA	1469
AKNAD1	7
AKR1A1	24
AKR1B1	23
AKR1B10	0
AKR1B15	0
AKR1C1	0
AKR1C2	1
AKR1C3	4
AKR1C4	6
AKR1C6P	3
AKR1C8P	2
AKR1D1	0
AKR1E2	15
AKR7A2	32
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	341
AKT1S1	14
AKT2	230
AKT3	108
AKTIP	358
ALAD	64
ALAS1	216
ALAS2	14774
ALB	2
ALCAM	276
ALDH16A1	20
ALDH18A1	37
ALDH1A1	52
ALDH1A2	1
ALDH1A3	5
ALDH1B1	5
ALDH1L1	0
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	9
ALDH2	119
ALDH3A1	2
ALDH3A2	77
ALDH3B1	88
ALDH3B2	0
ALDH4A1	9
ALDH5A1	95
ALDH6A1	39
ALDH7A1	6
ALDH8A1	11
ALDH9A1	153
ALDOA	1148
ALDOB	5
ALDOC	11
ALG1	26
ALG10	31
ALG10B	16
ALG11	15
ALG12	37
ALG13	216
ALG14	3
ALG1L	1
ALG1L2	2
ALG1L9P	1
ALG2	79
ALG3	5
ALG5	23
ALG6	161
ALG8	15
ALG9	46
ALK	12
ALKBH1	32
ALKBH2	0
ALKBH3	24
ALKBH3_AS1	0
ALKBH4	48
ALKBH5	359
ALKBH6	10
ALKBH7	8
ALKBH8	24
ALLC	0
ALMS1	264
ALMS1_IT1	3
ALMS1P	2
ALOX12	58
ALOX12_AS1	17
ALOX12B	0
ALOX12P2	3
ALOX15	0
ALOX15B	1
ALOX15P1	0
ALOX5	5113
ALOX5AP	3668
ALOXE3	0
ALPI	0
ALPK1	2688
ALPK2	16
ALPK3	100
ALPL	2476
ALPP	0
ALPPL2	0
ALS2	76
ALS2CL	1
ALS2CR11	6
ALS2CR12	371
ALX1	1
ALX3	5
ALX4	2
ALYREF	80
AMACR	3
AMBN	0
AMBP	0
AMBRA1	128
AMD1	980
AMDHD1	11
AMDHD2	26
AMELX	0
AMELY	0
AMER1	7
AMER2	0
AMER3	0
AMFR	823
AMH	0
AMHR2	0
AMICA1	5803
AMIGO1	0
AMIGO2	24
AMIGO3	9
AMMECR1	306
AMMECR1L	85
AMN	0
AMN1	253
AMOT	4
AMOTL1	18
AMOTL2	1
AMPD1	1
AMPD2	614
AMPD3	602
AMPH	25
AMT	15
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	98
AMZ1	0
AMZ2	176
AMZ2P1	21
ANAPC1	111
ANAPC10	27
ANAPC11	11
ANAPC13	69
ANAPC15	16
ANAPC16	343
ANAPC1P1	2
ANAPC2	19
ANAPC4	160
ANAPC5	280
ANAPC7	142
ANG	2
ANGEL1	2
ANGEL2	144
ANGPT1	7
ANGPT2	19
ANGPT4	2
ANGPTL1	175
ANGPTL2	7
ANGPTL3	8
ANGPTL4	0
ANGPTL5	0
ANGPTL6	0
ANGPTL7	3
ANHX	0
ANK1	370
ANK2	3
ANK3	67
ANKAR	59
ANKDD1A	103
ANKDD1B	15
ANKEF1	2
ANKFN1	0
ANKFY1	469
ANKH	297
ANKHD1	69
ANKHD1_EIF4EBP3	12
ANKIB1	412
ANKK1	0
ANKLE1	14
ANKLE2	308
ANKMY1	29
ANKMY2	33
ANKRA2	88
ANKRD1	1
ANKRD10	713
ANKRD11	1090
ANKRD12	2080
ANKRD13A	3090
ANKRD13B	6
ANKRD13C	112
ANKRD13D	470
ANKRD16	1
ANKRD17	1237
ANKRD18A	11
ANKRD18B	0
ANKRD18DP	0
ANKRD19P	14
ANKRD2	11
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	1
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	11
ANKRD20A5P	3
ANKRD20A8P	0
ANKRD20A9P	3
ANKRD22	482
ANKRD23	3
ANKRD24	0
ANKRD26	59
ANKRD26P1	0
ANKRD26P3	1
ANKRD27	158
ANKRD28	322
ANKRD29	1
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	1
ANKRD33	1
ANKRD33B	147
ANKRD34A	1
ANKRD34B	40
ANKRD34C	5
ANKRD34C_AS1	0
ANKRD35	2
ANKRD36	169
ANKRD36B	94
ANKRD36BP1	142
ANKRD36BP2	673
ANKRD36C	194
ANKRD37	1
ANKRD39	4
ANKRD40	36
ANKRD42	68
ANKRD44	5353
ANKRD44_IT1	319
ANKRD45	0
ANKRD46	22
ANKRD49	96
ANKRD50	251
ANKRD52	65
ANKRD53	0
ANKRD54	5
ANKRD55	60
ANKRD6	69
ANKRD60	0
ANKRD61	5
ANKRD62	0
ANKRD62P1_PARP4P3	1
ANKRD63	0
ANKRD65	0
ANKRD66	0
ANKRD7	0
ANKRD9	62
ANKS1A	291
ANKS1B	5
ANKS3	11
ANKS4B	0
ANKS6	6
ANKUB1	1
ANKZF1	218
ANLN	53
ANO1	1
ANO1_AS2	0
ANO10	233
ANO2	5
ANO3	1
ANO4	0
ANO5	2
ANO6	859
ANO7	2
ANO8	1
ANO9	10
ANOS1	15
ANP32A	973
ANP32A_IT1	265
ANP32AP1	0
ANP32B	136
ANP32C	0
ANP32D	0
ANP32E	161
ANPEP	1011
ANTXR1	2
ANTXR2	2572
ANTXRL	1
ANTXRLP1	10
ANXA1	1378
ANXA10	2
ANXA11	1619
ANXA13	0
ANXA2	1021
ANXA2P1	0
ANXA2P2	0
ANXA2P3	1
ANXA2R	13
ANXA3	2936
ANXA4	87
ANXA5	788
ANXA6	1094
ANXA7	581
ANXA8	2
ANXA8L1	4
ANXA9	68
AOAH	2493
AOAH_IT1	136
AOC1	1
AOC2	39
AOC3	33
AOC4P	0
AOX1	2
AOX2P	2
AP1AR	65
AP1B1	135
AP1B1P1	0
AP1G1	1287
AP1G2	145
AP1M1	137
AP1M2	3
AP1S1	27
AP1S2	420
AP1S3	7
AP2A1	435
AP2A2	79
AP2B1	1229
AP2M1	416
AP2S1	106
AP3B1	1370
AP3B2	6
AP3D1	353
AP3M1	264
AP3M2	89
AP3S1	213
AP3S2	4
AP4B1	77
AP4B1_AS1	23
AP4E1	177
AP4M1	1
AP4S1	77
AP5B1	1129
AP5M1	295
AP5S1	9
AP5Z1	76
APAF1	2913
APBA1	0
APBA2	33
APBA3	34
APBB1	9
APBB1IP	2626
APBB2	25
APBB3	50
APC	1906
APC2	6
APCDD1	2
APCDD1L	7
APCDD1L_AS1	0
APCS	0
APEH	107
APELA	0
APEX1	82
APEX2	14
APH1A	183
APH1B	157
API5	298
APIP	13
APITD1	0
APITD1_CORT	0
APLF	129
APLN	0
APLNR	0
APLP1	0
APLP2	2611
APMAP	3460
APOA1	0
APOA1_AS	15
APOA1BP	16
APOA2	58
APOA4	0
APOA5	0
APOB	5
APOBEC1	0
APOBEC2	31
APOBEC3A	213
APOBEC3A_B	0
APOBEC3B	2
APOBEC3B_AS1	9
APOBEC3C	10
APOBEC3D	12
APOBEC3F	9
APOBEC3G	154
APOBEC3H	5
APOBEC4	0
APOBR	714
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	0
APOE	0
APOF	1
APOH	0
APOL1	170
APOL2	492
APOL3	156
APOL4	7
APOL5	0
APOL6	2911
APOLD1	7
APOM	18
APOO	11
APOOL	41
APOOP5	0
APOPT1	80
APP	394
APPBP2	366
APPL1	187
APPL2	786
APRT	17
APTR	28
APTX	54
AQP1	69
AQP10	13
AQP11	6
AQP12A	0
AQP12B	0
AQP2	0
AQP3	17
AQP4	0
AQP4_AS1	1
AQP5	0
AQP6	0
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	17007
AQR	585
AR	6
ARAF	110
ARAP1	2380
ARAP2	2690
ARAP3	174
ARC	0
ARCN1	621
AREG	71
AREL1	1467
ARF1	942
ARF3	264
ARF4	452
ARF5	147
ARF6	574
ARFGAP1	47
ARFGAP2	176
ARFGAP3	598
ARFGEF1	2356
ARFGEF2	257
ARFGEF3	2
ARFIP1	331
ARFIP2	48
ARFRP1	42
ARG1	166
ARG2	100
ARGFX	0
ARGFXP2	16
ARGLU1	760
ARHGAP1	120
ARHGAP10	24
ARHGAP11A	35
ARHGAP11B	7
ARHGAP12	207
ARHGAP15	3652
ARHGAP17	92
ARHGAP18	297
ARHGAP19	361
ARHGAP19_SLIT1	1
ARHGAP20	0
ARHGAP21	222
ARHGAP22	5
ARHGAP23	2
ARHGAP24	335
ARHGAP25	2600
ARHGAP26	6482
ARHGAP26_AS1	154
ARHGAP26_IT1	179
ARHGAP27	609
ARHGAP28	1
ARHGAP29	7
ARHGAP30	3109
ARHGAP31	104
ARHGAP31_AS1	2
ARHGAP32	17
ARHGAP33	2
ARHGAP35	203
ARHGAP36	0
ARHGAP39	0
ARHGAP4	536
ARHGAP40	0
ARHGAP42	16
ARHGAP44	2
ARHGAP5	252
ARHGAP5_AS1	0
ARHGAP6	51
ARHGAP8	0
ARHGAP9	2213
ARHGDIA	121
ARHGDIB	4124
ARHGDIG	0
ARHGEF1	609
ARHGEF10	1
ARHGEF10L	6
ARHGEF11	507
ARHGEF12	1578
ARHGEF15	1
ARHGEF16	1
ARHGEF17	1
ARHGEF18	360
ARHGEF19	4
ARHGEF2	1597
ARHGEF25	0
ARHGEF26	12
ARHGEF26_AS1	0
ARHGEF28	13
ARHGEF3	290
ARHGEF3_AS1	0
ARHGEF33	13
ARHGEF34P	1
ARHGEF35	0
ARHGEF37	20
ARHGEF38	0
ARHGEF38_IT1	0
ARHGEF39	6
ARHGEF4	3
ARHGEF40	619
ARHGEF5	0
ARHGEF6	1437
ARHGEF7	263
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	21
ARHGEF9_IT1	0
ARID1A	578
ARID1B	365
ARID2	761
ARID3A	175
ARID3B	200
ARID3C	0
ARID4A	1061
ARID4B	1890
ARID5A	195
ARID5B	1049
ARIH1	826
ARIH2	287
ARIH2OS	7
ARL1	45
ARL10	6
ARL11	482
ARL13A	5
ARL13B	44
ARL14	0
ARL14EP	53
ARL14EPL	0
ARL15	226
ARL16	18
ARL17A	85
ARL17B	2
ARL2	5
ARL2_SNX15	0
ARL2BP	127
ARL3	42
ARL4A	348
ARL4C	259
ARL4D	1
ARL5A	165
ARL5B	718
ARL5C	0
ARL6	6
ARL6IP1	687
ARL6IP4	153
ARL6IP5	1170
ARL6IP6	108
ARL8A	237
ARL8B	535
ARL9	0
ARMC1	56
ARMC10	37
ARMC12	5
ARMC2	66
ARMC2_AS1	1
ARMC3	4
ARMC4	2
ARMC5	12
ARMC6	23
ARMC7	31
ARMC8	661
ARMC9	4
ARMCX1	0
ARMCX2	1
ARMCX3	171
ARMCX4	50
ARMCX5	6
ARMCX5_GPRASP2	0
ARMCX6	17
ARMS2	0
ARMT1	152
ARNT	505
ARNT2	2
ARNTL	781
ARNTL2	19
ARNTL2_AS1	2
ARPC1A	210
ARPC1B	1665
ARPC2	3170
ARPC3	1255
ARPC4	512
ARPC4_TTLL3	0
ARPC5	2683
ARPC5L	63
ARPIN	16
ARPP19	983
ARPP21	1
ARR3	2
ARRB1	230
ARRB2	2696
ARRDC1	109
ARRDC1_AS1	8
ARRDC2	92
ARRDC3	813
ARRDC3_AS1	18
ARRDC4	251
ARRDC5	15
ARSA	75
ARSB	248
ARSD	105
ARSE	3
ARSF	0
ARSG	204
ARSH	0
ARSI	0
ARSJ	0
ARSK	11
ART1	1
ART3	1
ART4	1
ART5	0
ARTN	0
ARV1	15
ARVCF	1
ARX	0
AS3MT	0
ASAH1	3705
ASAH2	1
ASAH2B	1
ASAP1	2846
ASAP1_IT1	166
ASAP1_IT2	83
ASAP2	31
ASAP3	1
ASB1	78
ASB10	0
ASB11	0
ASB12	0
ASB13	4
ASB14	19
ASB15	2
ASB16	4
ASB16_AS1	17
ASB17	0
ASB18	0
ASB2	1
ASB3	9
ASB4	1
ASB5	0
ASB6	61
ASB7	281
ASB8	226
ASB9	0
ASB9P1	19
ASCC1	63
ASCC2	837
ASCC3	371
ASCL1	0
ASCL2	10
ASCL3	1
ASCL4	0
ASCL5	0
ASF1A	200
ASF1B	12
ASGR1	21
ASGR2	43
ASH1L	2162
ASH1L_AS1	10
ASH2L	358
ASIC1	0
ASIC2	1
ASIC3	0
ASIC4	0
ASIC5	0
ASIP	0
ASL	59
ASMT	1
ASMTL	25
ASMTL_AS1	2
ASNA1	96
ASNS	45
ASNSD1	259
ASPA	0
ASPDH	0
ASPG	0
ASPH	1056
ASPHD1	0
ASPHD2	45
ASPM	129
ASPN	2
ASPRV1	155
ASPSCR1	3
ASRGL1	13
ASS1	0
ASTE1	58
ASTL	1
ASTN1	1
ASTN2	3
ASTN2_AS1	1
ASUN	53
ASXL1	224
ASXL2	778
ASXL3	7
ASZ1	1
ATAD1	159
ATAD2	267
ATAD2B	1341
ATAD3A	4
ATAD3B	8
ATAD3C	0
ATAD5	149
ATAT1	8
ATCAY	0
ATE1	150
ATE1_AS1	4
ATF1	126
ATF2	653
ATF3	12
ATF4	514
ATF5	3
ATF6	1829
ATF6B	113
ATF7	152
ATF7IP	1937
ATF7IP2	48
ATG10	35
ATG101	29
ATG12	367
ATG13	256
ATG14	114
ATG16L1	171
ATG16L2	1606
ATG2A	281
ATG2B	573
ATG3	802
ATG4A	55
ATG4B	76
ATG4C	53
ATG4D	44
ATG5	212
ATG7	620
ATG9A	146
ATG9B	2
ATHL1	711
ATIC	16
ATL1	9
ATL2	148
ATL3	389
ATM	3997
ATMIN	191
ATN1	6
ATOH1	0
ATOH7	0
ATOH8	11
ATOX1	29
ATP10A	24
ATP10B	0
ATP10D	135
ATP11A	2291
ATP11A_AS1	88
ATP11AUN	0
ATP11B	5842
ATP11C	317
ATP12A	1
ATP13A1	41
ATP13A2	9
ATP13A3	1486
ATP13A4	4
ATP13A4_AS1	2
ATP13A5	0
ATP13A5_AS1	1
ATP1A1	350
ATP1A1_AS1	13
ATP1A2	0
ATP1A3	0
ATP1A4	0
ATP1B1	5
ATP1B2	6
ATP1B3	65
ATP1B4	0
ATP2A1	1
ATP2A1_AS1	0
ATP2A2	385
ATP2A3	322
ATP2B1	1608
ATP2B2	2
ATP2B2_IT2	0
ATP2B3	2
ATP2B4	1750
ATP2C1	322
ATP2C2	73
ATP4A	0
ATP4B	2
ATP5A1	608
ATP5B	717
ATP5C1	293
ATP5D	10
ATP5E	14
ATP5EP2	5
ATP5F1	247
ATP5G1	15
ATP5G2	89
ATP5G3	101
ATP5H	96
ATP5I	24
ATP5J	24
ATP5J2	14
ATP5J2_PTCD1	0
ATP5L	210
ATP5L2	0
ATP5O	28
ATP5S	22
ATP5SL	23
ATP6AP1	214
ATP6AP1L	3
ATP6AP2	519
ATP6V0A1	386
ATP6V0A2	139
ATP6V0A4	0
ATP6V0B	508
ATP6V0C	210
ATP6V0CP3	0
ATP6V0D1	1296
ATP6V0D2	0
ATP6V0E1	775
ATP6V0E2	16
ATP6V0E2_AS1	6
ATP6V1A	1543
ATP6V1B1	0
ATP6V1B1_AS1	1
ATP6V1B2	2978
ATP6V1C1	1054
ATP6V1C2	6
ATP6V1D	310
ATP6V1E1	338
ATP6V1E2	1
ATP6V1F	10
ATP6V1G1	288
ATP6V1G2	3
ATP6V1G2_DDX39B	0
ATP6V1G3	0
ATP6V1H	174
ATP7A	694
ATP7B	24
ATP8A1	832
ATP8A2	3
ATP8B1	29
ATP8B2	125
ATP8B3	6
ATP8B4	588
ATP8B5P	4
ATP9A	204
ATP9B	194
ATPAF1	58
ATPAF2	11
ATPIF1	47
ATR	328
ATRAID	67
ATRIP	72
ATRN	114
ATRNL1	1
ATRX	1943
ATXN1	1630
ATXN10	42
ATXN1L	424
ATXN2	244
ATXN2L	115
ATXN3	308
ATXN3L	0
ATXN7	1898
ATXN7L1	113
ATXN7L2	2
ATXN7L3	382
ATXN7L3B	156
ATXN8OS	1
AUH	86
AUNIP	7
AUP1	280
AURKA	58
AURKAIP1	85
AURKAPS1	78
AURKB	1
AURKC	1
AUTS2	29
AVEN	12
AVIL	400
AVL9	837
AVP	0
AVPI1	2
AVPR1A	5
AVPR1B	0
AVPR2	9
AWAT1	0
AWAT2	0
AXDND1	0
AXIN1	127
AXIN2	1
AXL	0
AZGP1	0
AZGP1P1	0
AZI2	451
AZIN1	1650
AZIN1_AS1	0
AZIN2	2
AZU1	0
B2M	32841
B3GALNT1	14
B3GALNT2	37
B3GALT1	0
B3GALT2	180
B3GALT4	54
B3GALT5	0
B3GALT5_AS1	0
B3GALT6	27
B3GAT1	5
B3GAT2	0
B3GAT3	8
B3GLCT	26
B3GNT2	309
B3GNT3	1
B3GNT4	11
B3GNT5	1125
B3GNT6	0
B3GNT7	1
B3GNT8	88
B3GNT9	14
B3GNTL1	76
B4GALNT1	1
B4GALNT2	0
B4GALNT3	15
B4GALNT4	1
B4GALT1	881
B4GALT1_AS1	6
B4GALT2	0
B4GALT3	62
B4GALT4	110
B4GALT4_AS1	21
B4GALT5	3217
B4GALT6	12
B4GALT7	8
B4GAT1	1
B9D1	0
B9D2	31
BAALC	1
BAALC_AS1	0
BAALC_AS2	0
BAAT	0
BABAM1	163
BACE1	18
BACE1_AS	0
BACE2	30
BACH1	4663
BACH1_IT2	125
BACH2	24
BAD	29
BAG1	733
BAG2	16
BAG3	7
BAG4	200
BAG5	257
BAG6	543
BAGE	1
BAGE2	0
BAGE3	0
BAGE4	0
BAGE5	0
BAHCC1	3
BAHD1	19
BAIAP2	105
BAIAP2_AS1	36
BAIAP2L1	83
BAIAP2L2	0
BAIAP3	6
BAK1	53
BAMBI	7
BANCR	0
BANF1	5
BANF2	0
BANK1	57
BANP	327
BAP1	177
BARD1	130
BARHL1	0
BARHL2	0
BARX1	1
BARX2	1
BASP1	4817
BASP1P1	0
BATF	69
BATF2	1
BATF3	13
BAX	36
BAZ1A	4341
BAZ1B	319
BAZ2A	861
BAZ2B	3683
BBC3	6
BBIP1	117
BBOX1	0
BBOX1_AS1	0
BBS1	13
BBS10	64
BBS12	9
BBS2	44
BBS4	60
BBS5	0
BBS7	38
BBS9	107
BBX	1051
BCAM	6
BCAN	0
BCAP29	89
BCAP31	161
BCAR1	0
BCAR3	3
BCAR4	0
